,Sentence_id,pmid,sentence,tag
1531,159,21136031," 43%), and the difference was statistically significant (\u03f0(2) = 5",results
1532,159,21136031,"32, p = 0",results
1533,159,21136031,02),results
1534,159,21136031," IID pretreatment and posttreatment did not show much difference in the rehabilitation group, while in the control group IID significantly decreased posttreatment (1",results
1535,159,21136031,1 \u00b1 0,results
1536,159,21136031,36 cm vs,results
1537,159,21136031,1,results
1538,159,21136031,8 \u00b1 0,results
1539,159,21136031,"56 cm, p = 0",results
1540,159,21136031,001),results
1541,159,21136031," Although the mean IID in patients of both groups decreased after the 3 month follow-up, the decrease in the rehabilitation group was less than that of the control group (0",results
1542,159,21136031,19 \u00b1 0,results
1543,159,21136031,5 cm vs,results
1544,159,21136031, 0,results
1545,159,21136031,69 \u00b1 0,results
1546,159,21136031,"56 cm, p = 0",results
1547,159,21136031,004 ),results
1548,159,21136031, The efficacy rate of trismus in the rehabilitation group was significantly higher than that of the control group (64% vs,results
1549,159,21136031," 28%, \u03f0(2) = 5",results
1550,159,21136031,"31, p = 0",results
1551,159,21136031,02),results
1552,159,21136031,,results
1553,160,15117996,Patients had completed cytotoxic chemotherapy an average of more than 2 years previously,results
1554,160,15117996," Baseline fatigue scores were high, with approximately half of the sample scoring in the &quot;severe&quot; range",results
1555,160,15117996, Mean improvement following acupuncture was 31,results
1556,160,15117996,"1% (95% CI, 20",results
1557,160,15117996,6% to 41,results
1558,160,15117996,"5%), meeting our prespecified criterion for declaring acupuncture worthy of further study",results
1559,160,15117996, Increasing age was associated with poorer response and failure to complete the study,results
1560,160,15117996, There was no important difference in improvement following once-weekly and twice-weekly treatments,results
1561,160,15117996,,results
1562,161,16889324,There was an overall increase in coping resources among women with breast cancer after taking part in the art therapy intervention,results
1563,161,16889324, Significant differences were seen between the study and control groups in the social domain on the second and third occasions,results
1564,161,16889324, Significant differences were also observed in the total score on the second occasion,results
1565,161,16889324,,results
1566,162,22699884,A total of 47 % of all eligible patients participated,results
1567,162,22699884, Nurses delivered the patient education and support in 85 % of the cases according to the protocol,results
1568,162,22699884, In 100 % of the cases at least one letter was sent to the occupational physician,results
1569,162,22699884," In 10 % of the cases the meeting with the patient, the occupational physician and the supervisor took place",results
1570,162,22699884, Patients found the intervention in general very useful and nurses found the intervention feasible to deliver,results
1571,162,22699884,,results
1572,163,17582616,"Cardiopulmonary function (systolic blood pressure, time on treadmill) improved in the DTm group (P &lt; ",results
1573,163,17582616,"05), whereas the FTm group showed reductions in systolic and diastolic blood pressure and resting heart rate (P &lt; ",results
1574,163,17582616,"05) with concurrent increases in percentage of predicted FVC, % of predicted FEV(1), predicted VO(2)max, and time on treadmill (P &lt; ",results
1575,163,17582616,05),results
1576,163,17582616," Psychologically, the DTm group showed reductions in behavioral, sensory, and total fatigue (P &lt; ",results
1577,163,17582616,"05), whereas the FTm group showed reductions in behavioral, affective, sensory, cognitive/mood, and total fatigue (P &lt; ",results
1578,163,17582616,05),results
1579,163,17582616,,results
1580,164,16702582,None of the intervention-group participants experienced a change in arm circumferences &gt; or = 2,results
1581,164,16702582,0 cm after a 6-month exercise intervention,results
1582,164,16702582, Self-reported incidence of a clinical diagnosis of lymphedema or symptom changes over 6 months did not vary by intervention status (P = ,results
1583,164,16702582,40 and P = ,results
1584,164,16702582,"22, respectively)",results
1585,164,16702582,,results
1586,165,8008027,"Patients adhered well to the prescribed regimen, and 751 completed the four-year clinical trial",results
1587,165,8008027, There was no evidence that either beta carotene or vitamins C and E reduced the incidence of adenomas; the relative risk for beta carotene was 1,results
1588,165,8008027,"01 (95 percent confidence interval, 0",results
1589,165,8008027,85 to 1,results
1590,165,8008027,"20); for vitamins C and E, it was 1",results
1591,165,8008027,"08 (95 percent confidence interval, 0",results
1592,165,8008027,91 to 1,results
1593,165,8008027,29),results
1594,165,8008027, Neither treatment appeared to be effective in any subgroup of patients or in the prevention of any subtype of polyp defined by size or location,results
1595,165,8008027,,results
1596,166,1617601,The return rate for subsequent mammograms was significantly higher for participants (72,results
1597,166,1617601,4%) using the credit card than for participants (39,results
1598,166,1617601,8%) exposed to traditional encouragement/reminders (P less than 0,results
1599,166,1617601,0001),results
1600,166,1617601,,results
1601,167,8537804,"Of the 907 subjects at baseline, 49",results
1602,167,8537804,3% performed BSE monthly but only 24,results
1603,167,8537804,5% performed BSE during the correct time of the menstrual cycle,results
1604,167,8537804," Among subjects who never performed BSE prior to the study, 40",results
1605,167,8537804,3% of prompt subjects and 36,results
1606,167,8537804,4% of the education-only subjects began BSE by the 3-month survey,results
1607,167,8537804," Among subjects who performed BSE less than once per month at baseline, 50",results
1608,167,8537804,9% of prompt subjects and 45,results
1609,167,8537804,5% of education-only subjects increased the frequency of BSEs to a monthly basis by the 3-month survey,results
1610,167,8537804, More women performed BSE during the correct time of the menstrual cycle at the 3 month follow-up survey (68,results
1611,167,8537804,"1% prompt, 62",results
1612,167,8537804,2% education only) and 6-month survey (57,results
1613,167,8537804,"4% prompt, 48",results
1614,167,8537804,9% education only) when compared with the baseline survey (24,results
1615,167,8537804,"7% prompt, 24",results
1616,167,8537804,1% education only),results
1617,167,8537804, Ninety-one percent of women in this study expressed a preference for a BSE prompt on OCP packaging,results
1618,167,8537804,,results
1619,168,15718325,"The patients in the intervention group showed significantly less fatigue, greater vigor, and lower total mood disturbance compared with the controls, and they used significantly more active-behavioral and active-cognitive coping than the patients in the control group",results
1620,168,15718325, The improvements were only significant at first follow-up,results
1621,168,15718325,,results
1622,169,17602076,Five hundred nineteen participants completed the 1-year follow-up (4,results
1623,169,17602076,4% attrition; sample characteristics: 57 +/- 10,results
1624,169,17602076,"8 years old, 83% white, 56% female, 64% overweight/obese, and 0% underweight)",results
1625,169,17602076, Although both arms significantly improved their lifestyle behaviors (P &lt; ,results
1626,169,17602076,"05), significantly greater gains occurred in the FRESH START intervention versus the control arm (practice of two or more goal behaviors: +34% v +18%, P &lt; ",results
1627,169,17602076,0001; exercise minutes per week: +59,results
1628,169,17602076,3 v +39,results
1629,169,17602076,"2 minutes, P = ",results
1630,169,17602076,02; F&amp;V per day: +1,results
1631,169,17602076,1 v +0,results
1632,169,17602076,"6 servings, P = ",results
1633,169,17602076,01; total fat: -4,results
1634,169,17602076,4% v -2,results
1635,169,17602076,"1%, P &lt; ",results
1636,169,17602076,0001; saturated fat: -1,results
1637,169,17602076,3% v -0,results
1638,169,17602076,"3%, P &lt; ",results
1639,169,17602076,0001; and BMI: -0,results
1640,169,17602076,3 v +0,results
1641,169,17602076,"1 kg/m2, respectively, P = ",results
1642,169,17602076,004),results
1643,169,17602076,,results
1644,170,17804941,This study showed that the score of self-care practices and quality of life for the experimental group under telephone counseling were higher than those of the control group,results
1645,170,17804941,,results
1646,171,15983186,There was no effect on mortality (1-year survival 59,results
1647,171,15983186,6%),results
1648,171,15983186," The changes in the SF-36 scores from randomization for emotional limitation, mental health and bodily pain (also sustained at 1 year) on the SF-36 were better for geriatric inpatient care cancer patients at discharge",results
1649,171,15983186, There was no difference in SF-36 scores between geriatric outpatient and usual outpatient care,results
1650,171,15983186, Days of hospitalization and overall costs were equivalent for the interventions and usual care over the 1-year study,results
1651,171,15983186,,results
1652,172,9467701,"Overall, intervention participants had a decrease of 4",results
1653,172,9467701,"5 mm Hg in mean SBP (different from zero, [p = 0",results
1654,172,9467701,03]),results
1655,172,9467701, African American participants showed a significant decrease (7,results
1656,172,9467701,"4 mm Hg, [p = 0",results
1657,172,9467701,"004]), as did unskilled intervention participants (SBP changes = 7",results
1658,172,9467701,"7 mm Hg, [p = 0",results
1659,172,9467701,004]),results
1660,172,9467701," Although not statistically significant, controls showed decreases in BP in the same direction",results
1661,172,9467701,,results
1662,173,23508894,Fifty-one patients initiated the exercise intervention and 29 patients successfully completed the exercise program,results
1663,173,23508894, Full data were available for 25 patients regarding estimated VO2 max,results
1664,173,23508894, Twenty-six of the 29 were available for follow-up with respect to continuance of physical activity,results
1665,173,23508894," Among the 26 who completed the 9-week training program, 18 (69 %) continued to be physically active on a daily basis",results
1666,173,23508894, No change in estimated VO2 max was observed,results
1667,173,23508894, A trend towards increased quality of life and better symptom control was noted,results
1668,173,23508894,,results
1669,174,11783170,Immediate effective rate were 48,results
1670,174,11783170,4% in Group A and 64,results
1671,174,11783170,5% in Group B (P &gt; 0,results
1672,174,11783170,05),results
1673,174,11783170, The function of bone marrow in Group B was obviously higher than that in Group A,results
1674,174,11783170," The 1 year metastasis rate in Group A was higher than that in Group B, but the long-term survival rate of Group B was obviously higher than that in Group A (P &lt; 0",results
1675,174,11783170,05),results
1676,174,11783170,,results
1677,175,12195637,Smoking quit rates among blue-collar workers in the HP/OHS condition more than doubled relative to those in the HP condition (OR = 2,results
1678,175,12195637,"13, p = 0",results
1679,175,12195637,"04), and were comparable to quit rates of white-collar workers",results
1680,175,12195637, No statistically significant differences between groups were found for mean changes in fruits and vegetables,results
1681,175,12195637,,results
1682,176,23142798,The median age distributions in the study and control arm were 51 years (range = 36-70) and 50,results
1683,176,23142798,"5 years (range = 32-71), respectively",results
1684,176,23142798, The majority (77%) of patients had stage II and III disease,results
1685,176,23142798, Patients in the control arm experienced statistically significant higher estimated marginal means of fatigue score compared with the study group (P &lt; ,results
1686,176,23142798,"001 PFS, P &lt; ",results
1687,176,23142798,003 SCFS-6),results
1688,176,23142798," Furthermore, various symptom scales of the EORTC QLQ-C30 were statistically significant in 7 out of 18 symptoms in the intervention group compared with the control group (P &lt; ",results
1689,176,23142798,001),results
1690,176,23142798," The 24-month overall survival for all stages in study and control group patients were 72% versus 56%, respectively; however, the result was not significant (P = ",results
1691,176,23142798,"176), at a median follow-up duration of 26 months",results
1692,176,23142798,,results
1693,177,28481837,Statistically significant indirect effects were found for mindfulness nonreactivity (B=-0,results
1694,177,28481837,"17, BSCI [-0",results
1695,177,28481837,32 to -0,results
1696,177,28481837,04]) and pain catastrophizing (B=-0,results
1697,177,28481837,"76, BSCI [-1",results
1698,177,28481837,25 to -0,results
1699,177,28481837,47]),results
1700,177,28481837, No statistically significant indirect effect was found for self-compassion (B=-0,results
1701,177,28481837,"09, BSCI [-0",results
1702,177,28481837,30 to 0,results
1703,177,28481837,04]),results
1704,177,28481837," In a multiple mediator model, including mindfulness nonreactivity and pain catastrophizing, only pain catastrophizing remained statistically significant (B=-0",results
1705,177,28481837,"72, BSCI [-1",results
1706,177,28481837,19 to -0,results
1707,177,28481837,"33]), explaining 78% of the effect",results
1708,177,28481837,,results
1709,178,25753889,"Compared with TAU, CBT significantly reduced HFNS problem rating (adjusted mean difference: -1",results
1710,178,25753889,"33, 95% CI -2",results
1711,178,25753889,07 to -0,results
1712,178,25753889,58; p\u2009=\u20090,results
1713,178,25753889,001) and HFNS frequency (-12,results
1714,178,25753889,"12, 95% CI -22",results
1715,178,25753889,39 to -1,results
1716,178,25753889,84; p\u2009=\u20090,results
1717,178,25753889,02) at 6 weeks,results
1718,178,25753889," Improvements were maintained at 32 weeks, but group differences did not reach significance",results
1719,178,25753889," There were significant reductions in negative HFNS Beliefs and Behaviours following CBT, but not in mood or quality of life",results
1720,178,25753889,,results
1721,179,26766737,"At 12 weeks, the difference in mean relative FMD was 2",results
1722,179,26766737,2% (95% confidence interval (CI) 0,results
1723,179,26766737,1-4,results
1724,179,26766737,"3, P=0",results
1725,179,26766737,04) with an effect size of 0,results
1726,179,26766737,60 (95% CI &lt;0,results
1727,179,26766737,01-1,results
1728,179,26766737,18) favouring the intervention group,results
1729,179,26766737," Improvements in skeletal muscle mass, treadmill walk time and exercise behaviour also occurred in the intervention group over that duration (P&lt;0",results
1730,179,26766737,05),results
1731,179,26766737," At 24 weeks, only the difference in treadmill walk time was maintained",results
1732,179,26766737,,results
1733,180,11489728,Short-term intervention with an LF/FOS diet caused a significant increase in the omega-3/omega-6 fatty acid ratio in plasma (P = 0,results
1734,180,11489728,002) and gluteal adipose tissue (P = 0,results
1735,180,11489728,002) in men with prostate cancer,results
1736,180,11489728," The COX-2 expression in prostatic tissue was quantitated by RT-PCR in 7 of 9 patients, and COX-2 expression decreased in 4 of these 7 patients",results
1737,180,11489728,,results
1738,181,16360449,"After prostatic massage, the tPSA and fPSA levels and fPSA/tPSA ratio increased significantly (P &lt; 0",results
1739,181,16360449,"0001), and the increase in cPSA was minimal but statistically significant (P = 0",results
1740,181,16360449,047),results
1741,181,16360449," In patients with prostate cancer, no significant increase occurred in the mean forms of PSA (tPSA, cPSA, and fPSA/tPSA ratio), except for fPSA, after prostatic massage",results
1742,181,16360449, We observed a greater increase in all PSA forms in the chronic prostatitis group,results
1743,181,16360449,,results
1744,182,24026982,There was no significant difference between groups on performance of daily living activities or ratings of distress,results
1745,182,24026982, Further analysis found a significant difference between the control and treatment groups for EQ-5D health state visual analogue scale (-9,results
1746,182,24026982,05 [-18,results
1747,182,24026982,09; -0,results
1748,182,24026982,018]; p\u2009&lt;\u20090,results
1749,182,24026982,05) and physical fatigue (2,results
1750,182,24026982,86 [0,results
1751,182,24026982,58; 5,results
1752,182,24026982,14]; p\u2009&lt;\u20090,results
1753,182,24026982,02) with the treatment group rating their overall health state worse and their physical fatigue higher than the controls,results
1754,182,24026982,,results
1755,183,16731125,Two patients were excluded after randomization because of complications unrelated to acupuncture,results
1756,183,16731125, Interventions and data collection were completed for the remaining 25 patients (13 in the electroacupuncture group; 12 in the sham acupuncture group),results
1757,183,16731125," There was a trend for lower visual analog scale pain scores in the electro-acupuncture group between postoperative days 2 and 6, although this did not reach statistical significance",results
1758,183,16731125, The cumulative dose of patient-controlled analgesia morphine used on postoperative day 2 was significantly lower in the electroacupuncture group (7,results
1759,183,16731125,5 +/- 5 mg versus 15,results
1760,183,16731125,6 +/- 12 mg; p &lt; 0,results
1761,183,16731125,05),results
1762,183,16731125, Such delay of onset of pain control may be related to the frequency of electroacupuncture used,results
1763,183,16731125,,results
1764,184,29168064,"EX participants experienced significant improvements in body composition, cardiometabolic biomarkers, and systemic inflammation (all p\u00a0&lt;\u00a00",results
1765,184,29168064,03 vs,results
1766,184,29168064, CON),results
1767,184,29168064, Adipose tissue from EX participants showed a significant decrease in ATM M1 (p\u00a0&lt;\u00a00,results
1768,184,29168064,"001), an increase in ATM M2 (p\u00a0&lt;\u00a00",results
1769,184,29168064,"001), increased adipose tissue secretion of anti-inflammatory cytokines such as adiponectin, and decreased secretion of the pro-inflammatory cytokines IL-6 and TNF- \u03b1 (all p\u00a0&lt;\u00a00",results
1770,184,29168064,055),results
1771,184,29168064,,results
1772,185,27531024,"At baseline, our sample reported sitting for 7",results
1773,185,27531024,75\u00a0hours/day (10,results
1774,185,27531024,98\u00a0h/d by accelerometer data),results
1775,185,27531024, Spearman rank correlations showed significant positive correlations at baseline between sitting time measured by self-report and accelerometer (\u03c1\u00a0=\u00a00,results
1776,185,27531024,37; P\u00a0=\u00a0,results
1777,185,27531024,002) in the entire sample,results
1778,185,27531024, There were no significant changes over time within group nor were there any significant intervention effects on sitting time (self-report and objective) at 12 and 24\u00a0weeks (all P's\u00a0&gt;\u00a0,results
1779,185,27531024,05),results
1780,185,27531024,,results
1781,186,11783207,"In the single chemotherapy group, the CD3 cell and NK activity decreased after treatment and most of the peri-carcinoma cellular infiltration were in grade I",results
1782,186,11783207," In the CHM plus chemotherapy group, the CD3, CD4/CD8 and NK activity restored and CD8 lymphocyte decreased markedly after treatment in comparing with those before treatment (P &lt; 0",results
1783,186,11783207,"05, P &lt; 0",results
1784,186,11783207,"01), and most of the peri-carcinoma cellular infiltration concentrated in grade III",results
1785,186,11783207,,results
1786,187,29725798,"Post hoc analysis revealed an anger reduction, as regards the supportive therapy group presenting statistically significant results from both the control group (-\u20096",results
1787,187,29725798,"91\u00a0units drop in anger subscale score, p\u2009&lt;\u2009",results
1788,187,29725798,001) and the exercise group (-\u20094,results
1789,187,29725798,"75\u00a0units drop in anger subscale score, p\u2009=\u2009",results
1790,187,29725798,007),results
1791,187,29725798," Regarding total POMS score, results also favored the supportive therapy group as compared to the control group (-\u200928",results
1792,187,29725798,"95\u00a0units drop in total POMS score, p\u2009=\u2009",results
1793,187,29725798,001),results
1794,187,29725798," Post-intervention values were also improved for the exercise group, but not to the extent to produce statistically significant results",results
1795,187,29725798,,results
1796,188,26812553,"MCT was associated with large and statistically significant reductions in anxiety, depression, trauma symptoms, and metacognitive beliefs and processes",results
1797,188,26812553," In the intention-to-treat sample, 50% of participants met standardized criteria for recovery on the HADS at posttreatment and these gains were maintained through to 6-month follow-up",results
1798,188,26812553,,results
1799,189,16622646,"The incidence of neurotoxicity differed significantly between groups, occurring in 3/14 (21",results
1800,189,16622646,4%) of patients assigned to the vitamin E supplementation group and in 11/16 (68,results
1801,189,16622646,5%) of controls (p=0,results
1802,189,16622646,026),results
1803,189,16622646," The relative risk (RR) of developing neurotoxicity was significantly higher in case of controls, RR=2",results
1804,189,16622646,"51, 95% C",results
1805,189,16622646,I,results
1806,189,16622646,=1,results
1807,189,16622646,16-5,results
1808,189,16622646,47,results
1809,189,16622646, Mean PNP scores were 4,results
1810,189,16622646,99+/-1,results
1811,189,16622646,33 for patients of group I and 10,results
1812,189,16622646,47+/-10,results
1813,189,16622646,"62 for controls, (p=0",results
1814,189,16622646,023),results
1815,189,16622646," None of the adverse events or deaths occurred, were judged as likely to be related to the vitamin E supplementation",results
1816,189,16622646,,results
1817,190,17043961,"As for nutrition indicators, there were no significant differences in EN group before and after chemotherapy (P &gt; 0",results
1818,190,17043961,05),results
1819,190,17043961," Total protein, hemoglobin, prealbumin and transferrin significantly decreased after chemotherapy compared with those before chemotherapy in the control group (P&lt; 0",results
1820,190,17043961,01),results
1821,190,17043961," The levels of CD4(+), CD8(+) T cells and CD4/CD8 were significantly increased, and NK cells, serum levels of IL-1, IL-6 were significantly decreased after chemotherapy in EN group (P&lt; 0",results
1822,190,17043961,01),results
1823,190,17043961, The levels of IL-6 and TNF-alpha were significantly higher after chemotherapy than those before chemotherapy in the control group(P&lt; 0,results
1824,190,17043961,01),results
1825,190,17043961," Curative effects of immune nutrition in EN group were superior to that in the control group, however, the differences were not statistically significant",results
1826,190,17043961," The incidences of nausea, vomiting and marrow inhibition in Supportan group was lower compared with those in the control group, but with no significant difference",results
1827,190,17043961,,results
1828,191,2061981,"Controlling for preintervention performance levels, significant incremental differences in performance scores between intervention and control groups (P less than ",results
1829,191,2061981,"05) were achieved for nine maneuvers: stool occult-blood test, +14",results
1830,191,2061981,"5; rectal examination, +10",results
1831,191,2061981,"5; pelvic examination, +11",results
1832,191,2061981,"8; Papanicolaou's smear, +30",results
1833,191,2061981,"7; breast examination, +8",results
1834,191,2061981,"7; smoking assessment, +10",results
1835,191,2061981,"2; smoking counseling, +17",results
1836,191,2061981,"3; dietary assessment, +12",results
1837,191,2061981,"3; and dietary counseling, +13",results
1838,191,2061981,9,results
1839,191,2061981, Increments for sigmoidoscopy and mammography were not significant,results
1840,191,2061981,,results
1841,192,18591549,CBT was associated with mean reductions in wakefulness of 55 minutes per night compared with no change in TAU,results
1842,192,18591549, These outcomes were sustained 6 months after treatment,results
1843,192,18591549," Standardized relative effect sizes were large for complaints of difficulty initiating sleep, waking from sleep during the night, and for sleep efficiency (percentage of time in bed spent asleep)",results
1844,192,18591549," CBT was associated with moderate to large effect sizes for five of seven QOL outcomes, including significant reduction in daytime fatigue",results
1845,192,18591549," There was no significant interaction effect between any of these outcomes and baseline demographic, clinical, or sleep characteristics",results
1846,192,18591549,,results
1847,193,11898235,"Women who adhered to the exercise program maintained their body weight, while nonexercisers steadily gained weight (P &lt; ",results
1848,193,11898235,05),results
1849,193,11898235, There were no differences in incidence or intensity of nausea or anorexia between the exercisers and nonexercisers,results
1850,193,11898235, Women who exercised over the four cycles of chemotherapy improved their functional ability (mean 23%) compared to the nonexercisers who showed significant declines in functional ability (mean -15%),results
1851,193,11898235,,results
1852,194,12115339,"Of 183 eligible women, 164 participated (a 90% participation rate), 149 of whom completed the study (a 91% completion rate)",results
1853,194,12115339, The subjects had significantly lower unmet needs and better mental health at the 4-month assessment,results
1854,194,12115339," The intervention significantly decreased the number and severity of difficulties experienced by women with average or good problem-solving skills at 8 months, but was not effective in alleviating or resolving the problems encountered by women with poor problem-solving skills, relative to the control group",results
1855,194,12115339,,results
1856,195,21477901,OJ or OJBev alone failed to result in any significant effects on circulating cytokine levels or PAI-1 activity,results
1857,195,21477901, There was a significant reduction in IL-1b with sterol fortified OJ (p\u00a0&lt;\u00a00,results
1858,195,21477901,05) compared to baseline,results
1859,195,21477901," In addition, both sterol fortified OJ as well as sterol fortified OJBev resulted in significant reductions in serum IL-6 levels (p\u00a0&lt;\u00a00",results
1860,195,21477901,01),results
1861,195,21477901,,results
1862,196,11972568,Women in the cultural and self-empowerment group had a significantly higher rate of participation in FOBT than did those in the modified cultural group and the traditional group,results
1863,196,11972568, The modified cultural group had a significantly higher rate of participation in FOBT than the did the traditional group,results
1864,196,11972568, Predictors of participation in FOBT were the women's family history of colorectal cancer and the average number of visits to their healthcare provider,results
1865,196,11972568,,results
1866,197,25917814,A significant between-group difference was observed in the urinary symptom score (P = ,results
1867,197,25917814,027),results
1868,197,25917814," Physical fitness, urinary incontinence, physical, role, emotional, and social functioning, as well as further disease- and treatment-related side effects (dyspnea, urinary, and bowel symptoms) significantly improved within the intervention group",results
1869,197,25917814, Erectile dysfunction and physical activity levels improved similarly in both groups,results
1870,197,25917814,,results
1871,198,18300337,Results indicated that changes in self-efficacy for fat restriction and eating more fruits and vegetables were significant mediators of the intervention's effects on dietary outcomes at 1-year follow-up,results
1872,198,18300337," The intervention did not significantly affect self-efficacy for exercise; however, a significant, positive relationship was found between self-efficacy for exercise and exercise duration at follow-up",results
1873,198,18300337,,results
1874,199,9099400,"From randomization through December 1990, 135 SI and 117 UC participants died from lung cancer",results
1875,199,9099400," The relative difference between the SI and U groups adjusted for age and number of cigarettes smoked per day, was 1",results
1876,199,9099400,17 (95% CI:0,results
1877,199,9099400,92-1,results
1878,199,9099400,51),results
1879,199,9099400, The greatest difference between the SI and UC groups in lung cancer mortality rates occurred among the heaviest smokers at baseline who did not achieve sustained smoking cessation by year 2,results
1880,199,9099400, In this group the rates of death from CHD were approximately the same among the SI and UC subjects,results
1881,199,9099400," No differences in baseline characteristics were found between SI and UC smokers who did not achieve sustained cessation by year 2, and there were no differences in follow-up characteristics between the two study groups that could explain the difference in lung cancer mortality",results
1882,199,9099400,,results
1883,200,28987237,"After the 12-weeks, moderate-vigorous physical activity participation increased from 9",results
1884,200,28987237,1\u00b114,results
1885,200,28987237,7MET-h/wk,results
1886,200,28987237, to 26,results
1887,200,28987237,6\u00b121,results
1888,200,28987237,7MET-h/wk,results
1889,200,28987237," in the exercise group, with no change in the control group (p&lt;0",results
1890,200,28987237,01 for group and time interaction),results
1891,200,28987237, Circulating insulin level decreased by 1\u03bcU/ml (6,results
1892,200,28987237,0\u00b13,results
1893,200,28987237,9 vs,results
1894,200,28987237, 5,results
1895,200,28987237,0\u00b13,results
1896,200,28987237,"5, p=0",results
1897,200,28987237,009) in the exercise group with no change in the control group (p=0,results
1898,200,28987237,022 for group and time interaction),results
1899,200,28987237, A similar trend was observed in TNF-\u03b1 (p=0,results
1900,200,28987237,030 for group and time interaction),results
1901,200,28987237, Six minute walk distance increased by 25,results
1902,200,28987237,2m in the exercise group with no change in the control group (p=0,results
1903,200,28987237,061 for group and time interaction),results
1904,200,28987237,,results
1905,201,15695785,"The incidences of sialoadenitis, hypogeusia or taste loss, and dry mouth with or without repeated sialadenitis in group A versus group B were 63",results
1906,201,15695785,8% versus 36,results
1907,201,15695785,8% (P &lt; 0,results
1908,201,15695785,"001), 39",results
1909,201,15695785,0% versus 25,results
1910,201,15695785,6% (P &lt; 0,results
1911,201,15695785,"01), and 23",results
1912,201,15695785,8% versus 11,results
1913,201,15695785,2% (P &lt; 0,results
1914,201,15695785,"005), respectively",results
1915,201,15695785, Permanent xerostomia occurred in 15 patients in group A (14,results
1916,201,15695785,3%) and 7 patients in group B (5,results
1917,201,15695785,6%) (P &lt; 0,results
1918,201,15695785,05),results
1919,201,15695785," In both groups, bilateral involvement of the parotid gland was the most frequently seen and was followed by bilateral involvement of the submandibular gland",results
1920,201,15695785,,results
1921,202,17686823,A total of 151 liver cancer deaths occurred during the analysis period,results
1922,202,17686823, No statistically significant differences in liver cancer mortality were found comparing the presence and absence of any of the four intervention factors,results
1923,202,17686823," However, both factor A and factor B reduced liver cancer mortality in individuals younger than 55 years at randomization (HR = 0",results
1924,202,17686823,"59, 95% CI = 0",results
1925,202,17686823,34 to 1,results
1926,202,17686823,"00, and HR = 0",results
1927,202,17686823,"54, 95% CI = 0",results
1928,202,17686823,31 to 0,results
1929,202,17686823,"93, respectively) but not in older individuals (HR = 1",results
1930,202,17686823,"06, 95% CI = 0",results
1931,202,17686823,71 to 1,results
1932,202,17686823,"59, and HR = 1",results
1933,202,17686823,"12, 95% CI = 0",results
1934,202,17686823,75 to 1,results
1935,202,17686823,"68, respectively)",results
1936,202,17686823," Factor C reduced liver cancer death, albeit with only borderline statistical significance in males (HR = 0",results
1937,202,17686823,"70, 95% CI = 0",results
1938,202,17686823,47 to 1,results
1939,202,17686823,02) but not in females (HR = 1,results
1940,202,17686823,"30, 95% CI = 0",results
1941,202,17686823,72 to 2,results
1942,202,17686823,37),results
1943,202,17686823, Cumulative risks of liver cancer death were 6,results
1944,202,17686823,"0 per 1000 in the placebo arm, 5",results
1945,202,17686823,"4 per 1000 in the arms with two factors, and 2",results
1946,202,17686823,4 per 1000 in the arm with all four factors,results
1947,202,17686823,,results
1948,203,17870203,The incidence of RILT in the trial group was significantly lower than that in the control group at 6 weeks and 6 months after treatment (32,results
1949,203,17870203,4% versus 56,results
1950,203,17870203,"7% at week 6, and 27",results
1951,203,17870203,0% versus 52,results
1952,203,17870203,"8% at month 6, both P&lt;0",results
1953,203,17870203,05),results
1954,203,17870203, The plasma TGF-beta1 levels in the trial group were significantly lower than that in the control group during and after the treatment (P&lt;0,results
1955,203,17870203,05 or 0,results
1956,203,17870203,"01, respectively)",results
1957,203,17870203, The serum IL-6 levels in the trial group were significantly lower than that in the control group during the treatment (all P&lt;0,results
1958,203,17870203,01),results
1959,203,17870203," The forced vital capacity (FVC), forced expiratory volume at 1s (FEV1) at 6 weeks and the diffusion capacity for carbon monoxide (DLCO) at 6 months in the trial group were significantly improved compared to the control group (P&lt;0",results
1960,203,17870203,05 or 0,results
1961,203,17870203,"01, respectively)",results
1962,203,17870203,,results
1963,204,22253295,Folate intake was inversely associated with advanced colorectal adenoma risk [odds ratio (OR) by quartile = 0,results
1964,204,22253295,"85, P = 1",results
1965,204,22253295,9 \u00d7 10(-5)],results
1966,204,22253295, We found no statistically significant associations between one-carbon genes and adenoma risk in all subjects,results
1967,204,22253295," As hypothesized, we observed a statistically significant pathway-level association (P = 0",results
1968,204,22253295,038) in the lowest quartile of folate; no significant associations were found in higher quartiles,results
1969,204,22253295, Several genes including adenosine deaminase (ADA) and cysteine dioxygenase (CDO1) contributed to this signal (gene-level P = 0,results
1970,204,22253295,001 and 0,results
1971,204,22253295,"0073, respectively)",results
1972,204,22253295, The most statistically significant SNP was rs244072 in ADA (P = 2,results
1973,204,22253295,37 \u00d7 10(-5)),results
1974,204,22253295,,results
1975,205,18480190,The effects of multidisciplinary rehabilitation did not outperform those of physical training in role limitations due to emotional problem (primary outcome) or any other domains of quality of life (all p &gt; ,results
1976,205,18480190,05),results
1977,205,18480190," Compared with no intervention, participants in both rehabilitation groups showed significant and clinically relevant improvements in role limitations due to physical problem (primary outcome; effect size (ES) = 0",results
1978,205,18480190,"66), and in physical functioning (ES = 0",results
1979,205,18480190,"48), vitality (ES = 0",results
1980,205,18480190,"54), and health change (ES = 0",results
1981,205,18480190,76) (all p &lt; ,results
1982,205,18480190,01),results
