,Sentence,Word,Entity,postag,bio_tag
100784,649,training,NPI,NN,B-NPI
100785,649,intervention,O,NN,O
100786,649,started,O,VBN,O
100787,649,discharge,O,NN,O
100788,649,lasted,O,VBN,O
100789,649,three,O,CD,O
100790,649,months.,O,NN,O
100791,649,discharge,O,NN,O
100792,649,given,O,VBN,O
100793,649,three,O,CD,O
100794,649,leaflets,O,NNS,O
100795,649,exercises,O,NNS,O
100796,649,increase,O,NN,O
100797,649,range,O,NN,O
100798,649,motion,O,NN,O
100799,649,affected,O,JJ,O
100800,649,area,O,NN,O
100801,649,exercises,O,NNS,O
100802,649,aiming,O,VBG,O
100803,649,restore,O,NN,O
100804,649,lung,O,NN,O
100805,649,function,O,NN,O
100806,649,physical,O,JJ,O
100807,649,function.,O,NN,O
100808,649,exercises,O,NNS,O
100809,649,described,O,NN,O
100810,649,detail,O,NN,O
100811,649,carried,O,VBN,O
100812,649,ones,O,NNS,O
100813,649,first,O,RB,O
100814,649,program,O,NN,O
100815,649,supervision.,O,NN,O
100816,649,surgery,O,NN,O
100817,649,three,O,CD,O
100818,649,months,O,NNS,O
100819,649,discharge,O,NN,O
100820,649,estimated,O,VBN,O
100821,649,level,O,NN,O
100822,649,physical,O,JJ,O
100823,649,function,O,NN,O
100824,649,level,O,NN,O
100825,649,physical,O,JJ,O
100826,649,activity,O,NN,O
100827,649,quality,O,NN,O
100828,649,life.,O,NN,O
100829,649,also,O,RB,O
100830,649,underwent,O,NN,O
100831,649,spirometry,O,NN,O
100832,649,measurements,O,NNS,O
100833,649,range,O,NN,O
100834,649,motion,O,NN,O
100835,649,rib,O,NN,O
100836,649,cage,O,NN,O
100837,649,spine,O,NN,O
100838,649,shoulders,O,NNS,O
100839,649,three,O,CD,O
100840,649,functional,O,JJ,O
100841,649,tests.,O,NN,O
100842,649,comparisons,O,NNS,O
100843,649,differences,O,NNS,O
100844,649,within,O,IN,O
100845,649,groups,O,NNS,O
100846,649,made.,O,NN,O
100847,649,results,O,NNS,O
100848,649,three-month,O,JJ,O
100849,649,intervention,O,NN,O
100850,649,indicate,O,NN,O
100851,649,specific,O,JJ,O
100852,649,training,NPI,NN,B-NPI
100853,649,positively,O,RB,O
100854,649,affect,O,NN,O
100855,649,physical,O,JJ,O
100856,649,function,O,NN,O
100857,649,range,O,NN,O
100858,649,motion,O,NN,O
100859,649,preoperative,O,NN,O
100860,649,values.,O,NN,O
100861,649,intervention,O,NN,O
100862,649,well,O,RB,O
100863,649,tolerated,O,VBN,O
100864,649,side,O,NN,O
100865,649,registered.,O,NN,O
100866,649,total,O,JJ,O
100867,649,43,O,CD,O
100868,649,64,O,CD,O
100869,649,participated,O,VBD,O
100870,649,follow-up.,O,NN,O
100871,649,postoperatively,O,RB,O
100872,649,intervention,O,NN,O
100873,649,group,O,NN,O
100874,649,significantly,O,RB,O
100875,649,higher,O,JJR,O
100876,649,degree,O,NN,O
100877,649,physical,O,JJ,O
100878,649,function,O,NN,O
100879,649,less,O,RBR,O
100880,649,deteriorated,O,VBN,O
100881,649,range,O,NN,O
100882,649,motion,O,NN,O
100883,649,right,O,NN,O
100884,649,shoulder,O,NN,O
100885,649,flexion,O,NN,O
100886,649,thoracic,O,NN,O
100887,649,left,O,NN,O
100888,649,lateral,O,JJ,O
100889,649,flexion.,O,NN,O
100890,649,differences,O,NNS,O
100891,649,groups,O,NNS,O
100892,649,lung,O,NN,O
100893,649,function,O,NN,O
100894,649,pain,O,NN,O
100895,649,quality,O,NN,O
100896,649,life.,O,NN,O
100897,649,risk,O,NN,O
100898,649,decreased,O,VBN,O
100899,649,physical,O,JJ,O
100900,649,function,O,NN,O
100901,649,quality,O,NN,O
100902,649,life,O,NN,O
100903,649,persistent,O,NN,O
100904,649,pain,O,NN,O
100905,649,open,O,JJ,O
100906,649,surgery,O,NN,O
100907,649,esophageal,DI,NN,B-DI
100908,649,cancer.,O,NN,O
100909,649,currently,O,RB,O
100910,649,studies,O,NNS,O
100911,649,evaluate,O,NN,O
100912,649,effect,O,NN,O
100913,649,postoperative,O,NN,O
100914,649,intervention,O,NN,O
100915,649,including,O,VBG,O
100916,649,physical,O,JJ,O
100917,649,exercises,O,NNS,O
100918,649,type,O,NN,O
100919,649,surgery.,O,NN,O
100920,649,aim,O,NN,O
100921,649,therefore,O,RB,O
100922,649,evaluate,O,NN,O
100923,649,effect,O,NN,O
100924,649,training,NPI,NN,B-NPI
100925,649,intervention,O,NN,O
100926,649,ivor-lewis,O,NN,O
100927,649,resection,O,NN,O
100928,649,esophagus,O,NN,O
100929,649,.,O,.,O
100930,650,colorectal,DI,NN,B-DI
100931,650,cancer,DI,NN,I-DI
100932,650,crc,O,NN,O
100933,650,third,O,JJ,O
100934,650,common,O,JJ,O
100935,650,cancer,DI,NN,B-DI
100936,650,united,O,JJ,O
100937,650,states.,O,NN,O
100938,650,although,O,IN,O
100939,650,crc,O,NN,O
100940,650,screening,NPI,VBG,B-NPI
100941,650,recommended,O,VBN,O
100942,650,individuals,O,NNS,O
100943,650,50,O,CD,O
100944,650,years,O,NNS,O
100945,650,older,O,JJR,O
100946,650,screening,NPI,VBG,B-NPI
100947,650,completion,O,NN,O
100948,650,rates,O,NNS,O
100949,650,low.,O,NN,O
100950,650,attributed,O,VBN,O
100951,650,provider,O,NN,O
100952,650,patient,NPI,NN,B-NPI
100953,650,barriers.,O,NN,O
100954,650,developed,O,NN,O
100955,650,intervention,O,NN,O
100956,650,improve,O,VB,O
100957,650,provider,O,NN,O
100958,650,recommendation,O,NN,O
100959,650,patient,NPI,NN,B-NPI
100960,650,screening,NPI,VBG,I-NPI
100961,650,among,O,IN,O
100962,650,noncompliant,O,NN,O
100963,650,male,O,NN,O
100964,650,veterans,O,NNS,O
100965,650,2-year,O,JJ,O
100966,650,controlled,O,VBN,O
100967,650,trial,O,NN,O
100968,650,examined,O,VBN,O
100969,650,relationship,O,NN,O
100970,650,participation,O,NN,O
100971,650,outcomes,O,NNS,O
100972,650,among,O,IN,O
100973,650,providers.,O,NN,O
100974,650,overall,O,JJ,O
100975,650,providers,O,NNS,O
100976,650,attended,O,VBD,O
100977,650,intervention,O,NN,O
100978,650,sessions,O,NNS,O
100979,650,recommended,O,VBN,O
100980,650,crc,O,NN,O
100981,650,screening,NPI,VBG,B-NPI
100982,650,64,O,CD,O
100983,650,patient,NPI,NN,B-NPI
100984,650,visits,O,NNS,O
100985,650,providers,O,NNS,O
100986,650,attend,O,NN,O
100987,650,intervention,O,NN,O
100988,650,sessions,O,NNS,O
100989,650,recommended,O,VBN,O
100990,650,screening,NPI,VBG,B-NPI
100991,650,54,O,CD,O
100992,650,visits,O,NNS,O
100993,650,p,O,NN,O
100994,650,.01,O,NN,O
100995,650,.,O,.,O
100996,650,providers,O,NNS,O
100997,650,attended,O,VBD,O
100998,650,intervention,O,NN,O
100999,650,sessions,O,NNS,O
101000,650,also,O,RB,O
101001,650,likely,O,JJ,O
101002,650,screened,O,VBN,O
101003,650,42,O,CD,O
101004,650,versus,O,NN,O
101005,650,29,O,CD,O
101006,650,p,O,NN,O
101007,650,.05,O,NN,O
101008,650,.,O,.,O
101009,650,patient,NPI,NN,B-NPI
101010,650,intervention,O,NN,O
101011,650,desired,O,VBN,O
101012,650,impact.,O,NN,O
101013,650,subgroup,O,NN,O
101014,650,patient,NPI,NN,B-NPI
101015,650,intervention,O,NN,O
101016,650,likely,O,JJ,O
101017,650,complete,O,JJ,O
101018,650,crc,O,NN,O
101019,650,screening,NPI,VBG,B-NPI
101020,650,.,O,.,O
101021,651,rising,O,VBG,O
101022,651,level,O,NN,O
101023,651,prostate-specific,O,NN,O
101024,651,antigen,O,NN,O
101025,651,psa,O,NN,O
101026,651,primary,O,NN,O
101027,651,surgery,O,NN,O
101028,651,radiation,O,NN,O
101029,651,therapy,O,NN,O
101030,651,hallmark,O,NN,O
101031,651,recurrent,O,NN,O
101032,651,prostate,DI,NN,B-DI
101033,651,cancer,DI,NN,I-DI
101034,651,often,O,RB,O
101035,651,earliest,O,JJS,O
101036,651,sign,O,NN,O
101037,651,extraprostatic,O,JJ,O
101038,651,spread,O,NN,O
101039,651,otherwise,O,RB,O
101040,651,asymptomatic.,O,NN,O
101041,651,hormonal,O,NN,O
101042,651,therapy,O,NN,O
101043,651,may,O,MD,O
101044,651,slightly,O,RB,O
101045,651,extend,O,NN,O
101046,651,survival,O,NN,O
101047,651,minority,O,NN,O
101048,651,curative,O,NN,O
101049,651,produces,O,NNS,O
101050,651,side,O,NN,O
101051,651,including,O,VBG,O
101052,651,hot,O,JJ,O
101053,651,flashes,O,NNS,O
101054,651,decreased,O,VBN,O
101055,651,libido,O,NN,O
101056,651,loss,O,NN,O
101057,651,bone,O,NN,O
101058,651,mass.,O,NN,O
101059,651,alternatively,O,RB,O
101060,651,dietary,O,JJ,O
101061,651,modification,O,NN,O
101062,651,may,O,MD,O
101063,651,offer,O,NN,O
101064,651,important,O,JJ,O
101065,651,tool,O,NN,O
101066,651,clinical,O,JJ,O
101067,651,management.,O,NN,O
101068,651,epidemiologic,O,NN,O
101069,651,studies,O,NNS,O
101070,651,associated,O,VBN,O
101071,651,western,O,JJ,O
101072,651,diet,NPI,NN,B-NPI
101073,651,prostate,DI,NN,B-DI
101074,651,cancer,DI,NN,I-DI
101075,651,incidence,O,NN,O
101076,651,also,O,RB,O
101077,651,greater,O,JJR,O
101078,651,risk,O,NN,O
101079,651,progression,O,NN,O
101080,651,treatment.,O,NN,O
101081,651,conversely,O,RB,O
101082,651,many,O,JJ,O
101083,651,elements,O,NNS,O
101084,651,plant-based,O,JJ,O
101085,651,diets,O,NNS,O
101086,651,associated,O,VBN,O
101087,651,reduced,O,VBN,O
101088,651,risk,O,NN,O
101089,651,progression.,O,NN,O
101090,651,however,O,RB,O
101091,651,dietary,O,JJ,O
101092,651,modification,O,NN,O
101093,651,stressful,O,NN,O
101094,651,difficult,O,JJ,O
101095,651,implement.,O,NN,O
101096,651,therefore,O,RB,O
101097,651,conducted,O,VBN,O
101098,651,6-month,O,JJ,O
101099,651,pilot,O,NN,O
101100,651,clinical,O,JJ,O
101101,651,trial,O,NN,O
101102,651,investigate,O,NN,O
101103,651,whether,O,IN,O
101104,651,adoption,O,NN,O
101105,651,plant-based,O,JJ,O
101106,651,diet,NPI,NN,B-NPI
101107,651,reinforced,O,VBN,O
101108,651,stress,NPI,NN,B-NPI
101109,651,management,NPI,NN,I-NPI
101110,651,training,O,NN,O
101111,651,could,O,MD,O
101112,651,attenuate,O,NN,O
101113,651,rate,O,NN,O
101114,651,psa,O,NN,O
101115,651,rise.,O,NN,O
101116,651,urologists,O,NNS,O
101117,651,university,O,NN,O
101118,651,california,O,NN,O
101119,651,san,O,NN,O
101120,651,diego,O,NN,O
101121,651,san,O,NN,O
101122,651,diego,O,NN,O
101123,651,veterans,O,NNS,O
101124,651,affairs,O,NNS,O
101125,651,medical,O,JJ,O
101126,651,centers,O,NNS,O
101127,651,recruited,O,VBN,O
101128,651,14,O,CD,O
101129,651,recurrent,O,NN,O
101130,651,prostate,DI,NN,B-DI
101131,651,cancer.,O,NN,O
101132,651,pre-post,O,NN,O
101133,651,design,O,NN,O
101134,651,employed,O,VBN,O
101135,651,patient,O,NN,O
101136,651,served,O,VBD,O
101137,651,control.,O,NN,O
101138,651,rates,O,NNS,O
101139,651,psa,O,NN,O
101140,651,rise,O,NN,O
101141,651,ascertained,O,VBN,O
101142,651,patient,O,NN,O
101143,651,following,O,VBG,O
101144,651,periods,O,NNS,O
101145,651,time,O,NN,O
101146,651,posttreatment,O,NN,O
101147,651,recurrence,O,NN,O
101148,651,start,O,NN,O
101149,651,prestudy,O,NN,O
101150,651,time,O,NN,O
101151,651,immediately,O,RB,O
101152,651,preceding,O,VBG,O
101153,651,intervention,O,NN,O
101154,651,baseline,O,NN,O
101155,651,end,O,NN,O
101156,651,intervention,O,NN,O
101157,651,0-6,O,NN,O
101158,651,months,O,NNS,O
101159,651,.,O,.,O
101160,651,decrease,O,NN,O
101161,651,rate,O,NN,O
101162,651,psa,O,NN,O
101163,651,rise,O,NN,O
101164,651,prestudy,O,NN,O
101165,651,0,O,CD,O
101166,651,6,O,CD,O
101167,651,months,O,NNS,O
101168,651,p,DI,NN,B-DI
101169,651,.01,O,NN,O
101170,651,.,O,.,O
101171,651,four,O,CD,O
101172,651,10,O,CD,O
101173,651,evaluable,O,JJ,O
101174,651,experienced,O,JJ,O
101175,651,absolute,O,NN,O
101176,651,reduction,O,NN,O
101177,651,psa,O,NN,O
101178,651,levels,O,NNS,O
101179,651,entire,O,JJ,O
101180,651,6-month,O,JJ,O
101181,651,study.,O,NN,O
101182,651,nine,O,CD,O
101183,651,10,O,CD,O
101184,651,reduction,O,NN,O
101185,651,rates,O,NNS,O
101186,651,psa,O,NN,O
101187,651,rise,O,NN,O
101188,651,improvement,O,NN,O
101189,651,psa,O,NN,O
101190,651,doubling,O,VBG,O
101191,651,times.,O,NN,O
101192,651,median,O,NN,O
101193,651,psa,O,NN,O
101194,651,doubling,O,VBG,O
101195,651,time,O,NN,O
101196,651,increased,O,VBN,O
101197,651,11.9,O,CD,O
101198,651,months,O,NNS,O
101199,651,prestudy,O,NN,O
101200,651,112.3,O,CD,O
101201,651,months,O,NNS,O
101202,651,intervention,O,NN,O
101203,651,.,O,.,O
101204,651,results,O,NNS,O
101205,651,provide,O,NN,O
101206,651,preliminary,O,JJ,O
101207,651,evidence,O,NN,O
101208,651,adoption,O,NN,O
101209,651,plant-based,O,JJ,O
101210,651,diet,NPI,NN,B-NPI
101211,651,combination,O,NN,O
101212,651,stress,NPI,NN,B-NPI
101213,651,reduction,O,NN,O
101214,651,may,O,MD,O
101215,651,attenuate,O,NN,O
101216,651,progression,O,NN,O
101217,651,therapeutic,O,JJ,O
101218,651,potential,O,JJ,O
101219,651,clinical,O,JJ,O
101220,651,management,NPI,NN,B-NPI
101221,651,recurrent,O,NN,O
101222,651,prostate,DI,NN,B-DI
101223,651,cancer,DI,NN,I-DI
101224,651,.,O,.,O
101225,652,fatigue,O,NN,O
101226,652,extremely,O,RB,O
101227,652,common,O,JJ,O
101228,652,side,O,NN,O
101229,652,effect,O,NN,O
101230,652,experienced,O,JJ,O
101231,652,cancer,DI,NN,B-DI
101232,652,recovery.,O,NN,O
101233,652,limited,O,JJ,O
101234,652,research,O,NN,O
101235,652,investigated,O,VBN,O
101236,652,strategies,O,NNS,O
101237,652,stemming,O,VBG,O
101238,652,complementary,O,NN,O
101239,652,alternative,O,NN,O
101240,652,medicine,O,NN,O
101241,652,reduce,O,VB,O
101242,652,cancer-related,O,JJ,O
101243,652,fatigue.,O,NN,O
101244,652,research,O,NN,O
101245,652,examined,O,VBN,O
101246,652,reiki,NPI,NN,B-NPI
101247,652,type,O,NN,O
101248,652,energy,O,NN,O
101249,652,touch,O,NN,O
101250,652,therapy,O,NN,O
101251,652,fatigue,O,NN,O
101252,652,pain,O,NN,O
101253,652,anxiety,DI,NN,B-DI
101254,652,overall,O,JJ,O
101255,652,quality,O,NN,O
101256,652,life.,O,NN,O
101257,652,counterbalanced,O,VBN,O
101258,652,crossover,O,NN,O
101259,652,trial,O,NN,O
101260,652,2,O,CD,O
101261,652,conditions,O,NNS,O
101262,652,1,O,CD,O
101263,652,reiki,NPI,NN,B-NPI
101264,652,condition,O,NN,O
101265,652,participants,O,NNS,O
101266,652,received,O,VBN,O
101267,652,reiki,NPI,NN,B-NPI
101268,652,5,O,CD,O
101269,652,consecutive,O,JJ,O
101270,652,daily,O,JJ,O
101271,652,sessions,O,NNS,O
101272,652,followed,O,VBD,O
101273,652,1-week,O,JJ,O
101274,652,washout,O,NN,O
101275,652,monitoring,O,NN,O
101276,652,period,O,NN,O
101277,652,treatments,O,NNS,O
101278,652,2,O,CD,O
101279,652,additional,O,JJ,O
101280,652,reiki,NPI,NN,B-NPI
101281,652,sessions,O,NNS,O
101282,652,finally,O,RB,O
101283,652,2,O,CD,O
101284,652,weeks,O,NNS,O
101285,652,treatments,O,NNS,O
101286,652,2,O,CD,O
101287,652,rest,O,NN,O
101288,652,condition,O,NN,O
101289,652,participants,O,NNS,O
101290,652,rested,O,VBN,O
101291,652,approximately,O,RB,O
101292,652,1,O,CD,O
101293,652,hour,O,NN,O
101294,652,day,O,NN,O
101295,652,5,O,CD,O
101296,652,consecutive,O,JJ,O
101297,652,days,O,NNS,O
101298,652,followed,O,VBD,O
101299,652,1-week,O,JJ,O
101300,652,washout,O,NN,O
101301,652,monitoring,O,NN,O
101302,652,period,O,NN,O
101303,652,scheduled,O,VBN,O
101304,652,resting,O,VBG,O
101305,652,additional,O,JJ,O
101306,652,week,O,NN,O
101307,652,treatments.,O,NN,O
101308,652,conditions,O,NNS,O
101309,652,participants,O,NNS,O
101310,652,completed,O,VBN,O
101311,652,questionnaires,O,NNS,O
101312,652,investigating,O,VBG,O
101313,652,cancer-related,O,JJ,O
101314,652,fatigue,O,NN,O
101315,652,functional,O,JJ,O
101316,652,assessment,O,NN,O
101317,652,cancer,DI,NN,B-DI
101318,652,therapy,O,NN,O
101319,652,fatigue,O,NN,O
101320,652,subscale,O,NN,O
101321,652,fact-f,O,NN,O
101322,652,overall,O,JJ,O
101323,652,quality,O,NN,O
101324,652,life,O,NN,O
101325,652,functional,O,JJ,O
101326,652,assessment,O,NN,O
101327,652,cancer,DI,NN,B-DI
101328,652,therapy,O,NN,O
101329,652,general,O,JJ,O
101330,652,version,O,NN,O
101331,652,fact-g,O,NN,O
101332,652,reiki,NPI,NN,B-NPI
101333,652,resting,O,VBG,O
101334,652,sessions.,O,NN,O
101335,652,also,O,RB,O
101336,652,completed,O,VBN,O
101337,652,visual,O,JJ,O
101338,652,analog,O,NN,O
101339,652,scale,O,NN,O
101340,652,edmonton,O,NN,O
101341,652,symptom,O,NN,O
101342,652,assessment,O,NN,O
101343,652,system,O,NN,O
101344,652,esas,O,NN,O
101345,652,assessing,O,VBG,O
101346,652,daily,O,JJ,O
101347,652,tiredness,O,NN,O
101348,652,pain,O,NN,O
101349,652,anxiety,DI,NN,B-DI
101350,652,session,O,NN,O
101351,652,reiki,NPI,NN,B-NPI
101352,652,rest.,O,NN,O
101353,652,sixteen,O,NN,O
101354,652,13,O,CD,O
101355,652,women,O,NNS,O
101356,652,participated,O,VBD,O
101357,652,trial,O,NN,O
101358,652,8,O,CD,O
101359,652,order,DI,NN,B-DI
101360,652,conditions,O,NNS,O
101361,652,reiki,NPI,NN,B-NPI
101362,652,rest,O,NN,O
101363,652,rest,O,NN,O
101364,652,reiki,NPI,NN,B-NPI
101365,652,.,O,.,O
101366,652,screened,O,VBN,O
101367,652,fatigue,O,NN,O
101368,652,esas,O,NN,O
101369,652,tiredness,O,NN,O
101370,652,item,O,NN,O
101371,652,scoring,O,VBG,O
101372,652,greater,O,JJR,O
101373,652,3,O,CD,O
101374,652,0,O,CD,O
101375,652,10,O,CD,O
101376,652,scale,O,NN,O
101377,652,eligible,O,JJ,O
101378,652,study.,O,NN,O
101379,652,diagnosed,O,VBN,O
101380,652,variety,O,NN,O
101381,652,cancers,O,NNS,O
101382,652,commonly,O,RB,O
101383,652,colorectal,O,NN,O
101384,652,62.5,O,CD,O
101385,652,cancer,DI,NN,B-DI
101386,652,median,O,NN,O
101387,652,age,O,NN,O
101388,652,59,O,CD,O
101389,652,years.,O,NN,O
101390,652,fatigue,O,NN,O
101391,652,fact-f,O,NN,O
101392,652,decreased,O,VBN,O
101393,652,within,O,IN,O
101394,652,reiki,NPI,NN,B-NPI
101395,652,condition,O,NN,O
101396,652,p.05,O,NN,O
101397,652,course,O,NN,O
101398,652,7,O,CD,O
101399,652,treatments.,O,NN,O
101400,652,addition,O,NN,O
101401,652,participants,O,NNS,O
101402,652,reiki,NPI,NN,B-NPI
101403,652,condition,O,NN,O
101404,652,experienced,O,JJ,O
101405,652,improvements,O,NNS,O
101406,652,quality,O,NN,O
101407,652,life,O,NN,O
101408,652,fact-g,O,NN,O
101409,652,compared,O,VBN,O
101410,652,resting,O,VBG,O
101411,652,condition,O,NN,O
101412,652,p,O,NN,O
101413,652,.05,O,NN,O
101414,652,.,O,.,O
101415,652,daily,O,JJ,O
101416,652,assessments,O,NNS,O
101417,652,esas,O,NN,O
101418,652,reiki,NPI,NN,B-NPI
101419,652,condition,O,NN,O
101420,652,presession,O,NN,O
101421,652,1,O,CD,O
101422,652,versus,O,NN,O
101423,652,postsession,O,NN,O
101424,652,5,O,CD,O
101425,652,scores,O,NNS,O
101426,652,indicated,O,VBN,O
101427,652,decreases,O,NNS,O
101428,652,tiredness,O,NN,O
101429,652,p,O,NN,O
101430,652,.001,O,NN,O
101431,652,pain,O,NN,O
101432,652,p,O,NN,O
101433,652,.005,O,NN,O
101434,652,anxiety,DI,NN,B-DI
101435,652,p.01,O,NN,O
101436,652,seen,O,VBN,O
101437,652,resting,O,VBG,O
101438,652,condition.,O,NN,O
101439,652,future,O,NN,O
101440,652,research,O,NN,O
101441,652,investigate,O,NN,O
101442,652,impact,O,NN,O
101443,652,reiki,NPI,NN,B-NPI
101444,652,using,O,VBG,O
101445,652,highly,O,RB,O
101446,652,controlled,O,VBN,O
101447,652,designs,O,NNS,O
101448,652,include,O,NN,O
101449,652,sham,O,NN,O
101450,652,reiki,NPI,NN,B-NPI
101451,652,condition,O,NN,O
101452,652,larger,O,JJR,O
101453,652,sample,O,NN,O
101454,652,sizes,O,NNS,O
101455,652,.,O,.,O
101456,653,objectives.,O,NN,O
101457,653,compares,O,NNS,O
101458,653,integrated,O,VBN,O
101459,653,yoga,NPI,NN,B-NPI
101460,653,program,O,NN,O
101461,653,brief,O,NN,O
101462,653,supportive,O,NN,O
101463,653,therapy,O,NN,O
101464,653,breast,DI,NN,B-DI
101465,653,cancer,DI,NN,I-DI
101466,653,outpatients,O,NNS,O
101467,653,undergoing,O,VBG,O
101468,653,adjuvant,O,NN,O
101469,653,radiotherapy,O,NN,O
101470,653,cancer,DI,NN,B-DI
101471,653,center.,O,NN,O
101472,653,yoga,NPI,NN,B-NPI
101473,653,might,O,MD,O
101474,653,role,O,NN,O
101475,653,managing,O,VBG,O
101476,653,self-reported,O,JJ,O
101477,653,psychological,O,JJ,O
101478,653,distress,O,NN,O
101479,653,modulating,O,VBG,O
101480,653,circadian,O,NN,O
101481,653,patterns,O,NNS,O
101482,653,stress,O,NN,O
101483,653,hormones,O,NNS,O
101484,653,early,O,RB,O
101485,653,breast,DI,NN,B-DI
101486,653,cancer,DI,NN,I-DI
101487,653,undergoing,O,VBG,O
101488,653,adjuvant,O,NN,O
101489,653,radiotherapy.,O,NN,O
101490,653,eighty-eight,O,JJ,O
101491,653,stage,O,NN,O
101492,653,ii,O,NN,O
101493,653,iii,O,NN,O
101494,653,breast,DI,NN,B-DI
101495,653,cancer,DI,NN,I-DI
101496,653,outpatients,O,NNS,O
101497,653,randomly,O,RB,O
101498,653,assigned,O,VBN,O
101499,653,receive,O,NN,O
101500,653,yoga,NPI,NN,B-NPI
101501,653,n,DI,NN,B-DI
101502,653,44,O,CD,O
101503,653,brief,O,NN,O
101504,653,supportive,O,NN,O
101505,653,therapy,O,NN,O
101506,653,n,DI,NN,B-DI
101507,653,44,O,CD,O
101508,653,prior,O,RB,O
101509,653,radiotherapy,O,NN,O
101510,653,treatment.,O,NN,O
101511,653,assessments,O,NNS,O
101512,653,include,O,NN,O
101513,653,diurnal,O,NN,O
101514,653,salivary,O,JJ,O
101515,653,cortisol,O,NN,O
101516,653,levels,O,NNS,O
101517,653,3,O,CD,O
101518,653,days,O,NNS,O
101519,653,radiotherapy,O,NN,O
101520,653,self-ratings,O,NNS,O
101521,653,anxiety,DI,NN,B-DI
101522,653,depression,O,NN,O
101523,653,stress,O,NN,O
101524,653,collected,O,VBN,O
101525,653,6,O,CD,O
101526,653,weeks,O,NNS,O
101527,653,radiotherapy.,O,NN,O
101528,653,analysis,O,NN,O
101529,653,covariance,O,NN,O
101530,653,reveals,O,NNS,O
101531,653,decreases,O,NNS,O
101532,653,anxiety,DI,NN,B-DI
101533,653,p,O,NN,O
101534,653,.001,O,NN,O
101535,653,depression,O,NN,O
101536,653,p,O,NN,O
101537,653,.002,O,NN,O
101538,653,perceived,O,VBN,O
101539,653,stress,O,NN,O
101540,653,p,O,NN,O
101541,653,.001,O,NN,O
101542,653,6,O,CD,O
101543,653,a.m.,O,NN,O
101544,653,salivary,O,JJ,O
101545,653,cortisol,O,NN,O
101546,653,p,O,NN,O
101547,653,.009,O,NN,O
101548,653,pooled,O,VBN,O
101549,653,mean,O,NN,O
101550,653,cortisol,O,NN,O
101551,653,p,O,NN,O
101552,653,.03,O,NN,O
101553,653,yoga,NPI,NN,B-NPI
101554,653,group,O,NN,O
101555,653,compared,O,VBN,O
101556,653,controls.,O,NN,O
101557,653,positive,O,JJ,O
101558,653,correlation,O,NN,O
101559,653,morning,O,NN,O
101560,653,salivary,O,JJ,O
101561,653,cortisol,O,NN,O
101562,653,level,O,NN,O
101563,653,anxiety,DI,NN,B-DI
101564,653,depression,O,NN,O
101565,653,.,O,.,O
101566,654,results,O,NNS,O
101567,654,suggest,O,NN,O
101568,654,similar,O,JJ,O
101569,654,hr,O,NN,O
101570,654,rpe,O,NN,O
101571,654,bl,O,NN,O
101572,654,responses,O,NNS,O
101573,654,subjects,O,NNS,O
101574,654,40,O,CD,O
101575,654,60,O,CD,O
101576,654,70,O,CD,O
101577,654,vo,O,NN,O
101578,654,2max,O,CD,O
101579,654,except,O,IN,O
101580,654,bl,O,NN,O
101581,654,70,O,CD,O
101582,654,vo,O,NN,O
101583,654,2max,O,CD,O
101584,654,.,O,.,O
101585,654,lower,O,JJR,O
101586,654,bl,O,NN,O
101587,654,response,O,NN,O
101588,654,patient,O,NN,O
101589,654,group,O,NN,O
101590,654,70,O,CD,O
101591,654,vo,O,NN,O
101592,654,2max,O,CD,O
101593,654,somewhat,O,RB,O
101594,654,unexpected.,O,NN,O
101595,654,research,O,NN,O
101596,654,needed,O,VBN,O
101597,654,confirm,O,NN,O
101598,654,refute,O,NN,O
101599,654,results,O,NNS,O
101600,654,allow,O,VB,O
101601,654,clearer,O,NN,O
101602,654,understanding,O,VBG,O
101603,654,physiological,O,JJ,O
101604,654,responses,O,NNS,O
101605,654,breast,DI,NN,B-DI
101606,654,cancer,DI,NN,I-DI
101607,654,aerobic,NPI,NN,B-NPI
101608,654,exercise,O,NN,O
101609,654,moderate,O,NN,O
101610,654,higher,O,JJR,O
101611,654,intensities,O,NNS,O
101612,654,safer,O,NN,O
101613,654,aerobic,NPI,NN,B-NPI
101614,654,exercise,O,NN,O
101615,654,prescriptions,O,NNS,O
101616,654,developed,O,NN,O
101617,654,population.,O,NN,O
101618,654,differences,O,NNS,O
101619,654,observed,O,VBN,O
101620,654,patient,O,NN,O
101621,654,groups,O,NNS,O
101622,654,hr,O,NN,O
101623,654,rpe,O,NN,O
101624,654,bl,O,NN,O
101625,654,40,O,CD,O
101626,654,101,O,CD,O
101627,654,-,O,:,O
101628,654,9,O,CD,O
101629,654,vs,O,NN,O
101630,654,101,O,CD,O
101631,654,-,O,:,O
101632,654,11,O,CD,O
101633,654,bpm,O,NN,O
101634,654,p,O,NN,O
101635,654,.979,O,NN,O
101636,654,8,O,CD,O
101637,654,-,O,:,O
101638,654,1,O,CD,O
101639,654,vs,O,NN,O
101640,654,9,O,CD,O
101641,654,-,O,:,O
101642,654,3,O,CD,O
101643,654,p,O,NN,O
101644,654,.237,O,NN,O
101645,654,1.11,O,CD,O
101646,654,-,O,:,O
101647,654,0.73,O,CD,O
101648,654,vs,O,NN,O
101649,654,1.26,O,CD,O
101650,654,-,O,:,O
101651,654,0.64,O,CD,O
101652,654,mmoll,O,NN,O
101653,654,p,O,NN,O
