,Unnamed: 0,Title,journalname,pmid,text,response
449,147193,A comparison of wound treatments in nasopharyngeal cancer patients receiving radiation therapy.,Cancer nursing,16330964,"The purpose of this study was to compare the effectiveness of gentian violet and nonadherent absorbent dressing in the healing of postirradiation wounds in nasopharyngeal carcinoma patients. This was a randomized controlled trial. A sample of 146 nasopharyngeal carcinoma patients who had developed postirradiation wounds was assessed. Comparisons were made regarding parameters related to wound healing, including healing time, presence of infection, and wound pain, and also regarding the impact of wound on the patient, including mood changes, restriction of neck movement, social isolation, sleep problem, and disturbance in body image. The results showed that patients in the 2 groups did not have any significant difference on wound-healing time, disturbance in mood, sleep, social interaction, appearance, and neck mobility. However, there was a trend of higher wound pain score, not reaching statistical significance, in the gentian violet group. Administration, Cutaneous Aged Analysis of Variance Anti-Infective Agents, Local Bandages Dose Fractionation, Radiation Female Gentian Violet Humans Male Middle Aged Nasopharyngeal Neoplasms Nursing Evaluation Research Pain Pain Measurement Proportional Hazards Models Prospective Studies Radiodermatitis Radiotherapy Skin Care Time Factors Wound Healing",1
450,147553,A brief behavioral sleep intervention for family caregivers of persons with cancer.,Cancer nursing,16565618,"Behavioral interventions that support caregivers' restful sleep may delay the onset or decrease the severity of debilitating depressive symptoms. This, in turn, may increase caregivers' physical and psychological health and wellbeing. A repeated-measures experimental design was used to test the feasibility and effectiveness of a brief behavioral sleep intervention for family caregivers of persons with advanced stage cancer. The CAregiver Sleep Intervention (CASI) includes stimulus control, relaxation, cognitive therapy, and sleep hygiene elements. CASI is individualized and delivered to accommodate caregiver burden. Thirty adult caregivers participated. The Pittsburgh Sleep Quality Index (PSQI), Center for Epidemiological Studies-Depression scale (CES-D), and Caregiver Quality of Life-Cancer scale (CQOLC) were used to measure self-reported sleep quality, depressive symptoms, and quality of life. Actigraphs measured latency, duration, efficiency, and wake after sleep onset (WASO) scores. Data were collected at baseline, 3 and 5 weeks, 2, 3, and 4 months post baseline. Improvement was seen across groups; however, intervention caregivers showed more improvement in PSQI and CES-D scores than control caregivers. The CASI appears to be effective in improving sleep quality and depressive symptoms in caregivers of persons with cancer. Improvements in quality of life scores were similar across groups. Sample size and homogeneity limit generalizability. Adult Aged Aged, 80 and over Behavior Therapy Caregivers Depression Feasibility Studies Female Humans Male Middle Aged Neoplasms Quality of Life Sleep Initiation and Maintenance Disorders Texas",1
451,147601,A communication tool for cancer patients with pain: the art therapy technique of the body outline.,Palliative & supportive care,16594275,"Seventy hospitalized adult cancer patients, 60 women and 10 men, used this intervention between January 1999 and May 2000. We have analyzed the variety of responses from the 70 patients, and three main groups have emerged, which have focused on the following issues: (1) visualization of physical pain, (2) communication of emotions, and (3) search for meaning/spirituality. The multidimensional aspect of pain suggests the use of multimodal interventions. The Memorial Sloan-Kettering Cancer Center has recently utilized the art therapy modality to help patients communicate the painful side of their illness in such a way that they can feel understood and respected. In this paper we describe a simple innovative art therapy intervention that we have developed within the Art Therapy Service in the Psychiatric Department of Memorial Sloan-Kettering Cancer Center. The patients work with a Body Outline as a starting template, together with the art therapist, in sessions lasting approximately 45 minutes. They are encouraged to fill the space inside and outside the Body Outline. They can use colored pastels, markers, or watercolor or cut out images for a collage. The results suggest that because of its abstract symbolic feature, the Body Outline is a very flexible therapeutic intervention. It must be offered within the relationship with the art therapist, and it may fulfill quite a variety of expressive needs, from the description of physical pain to the elaboration of spiritual longings. Adult Art Therapy Communication Female Humans Male Middle Aged Neoplasms Pain Pain Management Spirituality",1
452,147627,Gum-chewing stimulates bowel motility after surgery for colorectal cancer.,Hepato-gastroenterology,16608025,"The first passage of flatus and stool in the chewing-gum group after operation were 35 and 50 hours, respectively, sooner for the controls. It was concluded that gum-chewing provides a simple and effective method to improve the postoperative state of patients. Twenty-two patients with colorectal cancer were divided into two groups; gum-chewing and control groups. From after their operation, chewing gum was given to the former group three times a day. During the perioperative period after open colorectal surgery, surgical stress affects changes in the autonomic nervous system of patients. The decreased intestinal motility results in many complaints for patients. To resolve this problem, the usefulness of gum-chewing for improving the motility was examined. Adult Aged Chewing Gum Colectomy Colorectal Neoplasms Female Gastrointestinal Motility Humans Male Mastication Middle Aged Postoperative Period Recovery of Function Time Factors",1
453,148109,[Immunoregulation and short-term therapeutic effects of super-selective intra-arterial chemotherapy combined with traditional Chinese drugs on gastric cancer patients].,Zhong xi yi jie he xue bao = Journal of Chinese integrative medicine,16965740,"The short-term therapeutic efficacy in the study group and control group were 82.5% and 57.5% respectively (P<0.01). The occurrence rates of side effects in the study group were significantly lower than those in the control group (P<0.01). The Karnofsky score of life quality of the study group was obviously higher than that of the control group after treatment (P<0.05). The half survival time and one year survival rate in the study group and control group were (24.9 +/- 1.36) month, 70% (28/40) and (13.7 +/- 0.72) month, 35% (14/40) respectively. They were significantly improved in the study group compared with the control group (P<0.01). The levels of cytokines interleukin 2 (IL-2), tumor necrosis factor-alpha (TNF-alpha), interferon-gamma (IFN-gamma) after treatment in the study group were significantly higher than those before treatment (P<0.05 or P<0.01), as well as than those after treatment in the control group (P<0.01). On the other hand, the level of immune inhibitory factor soluble interleukin-2 receptor (sIL-2R) after treatment in the study group was lower than that before treatment, as well as than that after treatment in the control group (P<0.01). To investigate the immunoregulation and short-term therapeutic effects of super-selective intra-arterial chemotherapy combined with Fuzheng Kang'ai Granules, a compound Chinese herbal medicine, on patients with late gastric cancer. Forty patients with late gastric antrum cancer were randomly divided into study group and control group. Patients in the study group were orally administered Fuzheng Kang'ai Granules 48 hours after the first super-selective left gastric artery chemotherapy with high-dose drugs (EAP regime: VP(16) 100 mg/m(2) + epirubicin 60 mg/m(2) + carboplatin 200 mg/m(2)), while patients in the control group were only administered the same local artery chemotherapy as in the study group. The super-selective intra-arterial chemotherapy combined with Fuzheng Kang'ai Granules has good short-term therapeutic efficiency and few side effects for patients with late gastric antrum cancer. It can significantly improve the life quality, extend the survival period, and improve the survival rate in patients with late gastric antrum cancer, which may be due to the up-regulation of the immune regulating factors such as IL-2, TNF-alpha, IFN-gamma and down-regulation of the immune inhibitory factor sIL-2R. Adult Aged Antineoplastic Combined Chemotherapy Protocols Carboplatin Drug Synergism Drug Therapy, Combination Drugs, Chinese Herbal Epirubicin Etoposide Female Humans Injections, Intra-Arterial Interferon-gamma Interleukin-2 Male Middle Aged Phytotherapy Stomach Neoplasms Time Factors Treatment Outcome Tumor Necrosis Factor-alpha",1
454,148128,[Observation on the effect of zhiling capsule in treating patients with lung cancer of middle/advanced stage].,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,16983913,"To observe the effect and safety of Zhiling Capsule (ZC) in treating lung cancer of middle/advanced stage. With the multi-center, randomized, double-blinded and parallel controlled method, the patients were divided into 4 groups, the 104 patients in the group A were treated with the whole recipe of ZC, the 52 in the group B with the disassembled recipe 1 (Western medicines) of ZC, the 46 in the group C with the disassembled recipe 2 (Chinese medicines) of ZC, and the 48 in the control group with Pingxiao Capsule, all the drugs were administered orally for 2 weeks. The changes of syndrome of qi-yin deficiency, symptoms, quality of life (QOL), body weight and adverse reactions occurred in patients were observed. The effective rate in alleviating syndrome in the groups A-D was 91.3%, 80.8%, 37.0% and 14.6% respectively; in remitting stuffiness and chest pain 86.9% , 60.5%, 20.0% and 10.0%; in improving appetite was 80.4%, 47.9%, 23.7% and 10.3%. QOL in the groups A-C was significantly elevated after treatment (P < 0.05 or P < 0.01), the improvement of group A was superior to that of other treatments (P < 0.01). Body weight in the group A was significantly increased and superior to that of others (P < 0.05). The whole recipe of ZC showed the therapeutic effect superior to that of the other treatments (P < 0.05). No obvious adverse reaction was found in all the 4 groups. ZC can improve the symptoms and QOL in patients with lung cancer of middle/advanced stage. Aged Diagnosis, Differential Double-Blind Method Drugs, Chinese Herbal Female Humans Lung Neoplasms Male Medicine, Chinese Traditional Middle Aged Phytotherapy Quality of Life Yin Deficiency",1
455,148405,Oral glutamine ameliorates chemotherapy-induced changes of intestinal permeability and does not interfere with the antitumor effect of chemotherapy in patients with breast cancer: a prospective randomized trial.,Tumori,17168431,"Sixty patients with breast cancer were randomly assigned to oral glutamine or placebo pre-neoadjuvant chemotherapy (CEF regimen). The plasma glutamine level was significantly higher in the glutamine group than in the placebo group (420.39 +/- 52.39 mmol/L vs 309.76 +/- 42.34 mmol/L, P < 0.05). After one cycle of chemotherapy, the lactulose-mannitol ratio was higher in the placebo group than in the glutamine group (0.0630 +/- 0.0091 vs 0.0471 +/- 0.0094, P < 0.05). No differences were observed in the grades of stomatitis and diarrhea, in the changes in tumor size, and in the expression of Ki-67 and PCNA antigens between the two groups. Oral glutamine supplementation was continued for at least 12 days. Patients kept a daily record of diarrhea and stomatitis. The plasma glutamine level, intestinal permeability (lactulose-mannitol test), and tumor size were analyzed. The expression of Ki-67 and PCNA antigens in breast carcinoma was assessed. Prophylactic oral glutamine could ameliorate the neoadjuvant chemotherapy-induced increase in intestinal permeability, but had no significant positive clinical effect on stomatitis and diarrhea and did not interfere with the antitumor effect of chemotherapy. Administration, Oral Antineoplastic Combined Chemotherapy Protocols Biomarkers, Tumor Breast Neoplasms Capillary Permeability Drug Administration Schedule Female Glutamine Humans Immunohistochemistry Intestinal Absorption Middle Aged Neoadjuvant Therapy Prospective Studies Treatment Outcome",1
456,148556,Improved food intake and reduced nausea and vomiting in patients given a restricted diet while receiving cisplatin chemotherapy.,Journal of the American Dietetic Association,1728624,"Administration of cisplatin alone or in combination with other cytotoxic agents commonly produces intractable nausea and vomiting, which is currently controlled through high-dose antiemetic drugs. However, patients often refuse continued therapy because of suboptimal control of nausea and vomiting and substantial decline in nutritional status. In this pilot study, 19 patients receiving cisplatin were evaluated for nausea and vomiting, amount of food intake, and subjective assessment of well-being. The study group received a colorless, odorless, predetermined meal three times daily; the meal included cottage cheese, apple sauce, vanilla ice cream, and other selected foods. Control-group patients selected their own meal. Study-group patients exhibited higher overall food intake, decreased nausea and vomiting, and a higher scored estimation of well-being. The findings of this preliminary study indicate that the study diet helps provide nutrition care to cancer patients receiving cisplatin chemotherapy and helps create an atmosphere where the patient believes he or she has some control in the treatment outcome. Adult Aged Aged, 80 and over Cisplatin Diet Energy Intake Female Food Humans Male Middle Aged Nausea Patient Satisfaction Pilot Projects Random Allocation Vomiting",1
457,149200,Increasing women's compliance with opportunistic cervical cancer screening: a randomized trial.,American journal of preventive medicine,1790034,"Our objective was to evaluate the efficacy and acceptability of two interventions designed to increase opportunistic cervical cancer screening. We designed a randomized trial of two interventions additional to usual care. We recruited 17 male general practitioners selected at random from the inner metropolitan region of Sydney, Australia. The patients were 202 women, between 20 and 65 years of age, eligible for a Pap smear. We allocated minimal and maximal interactional interventions to obtain consent for a Pap smear. Our main outcome measure was women's having a Pap smear during the consultation or within one month. We also measured acceptability of interventions to practitioners and women. These were our results: minimal: 55% of women had a Pap smear; maximal: 67% of women had a Pap smear; total when both approaches are combined: 61%. We conclude that brief advice is as effective as maximal persuasion in increasing women's compliance with opportunistic screening in routine consultations. Both interventions were acceptable to women. Practitioners preferred the minimal intervention. We demonstrate opportunistic screening is an effective and acceptable way to encourage women at risk to have a Pap smear. Adult Aged Counseling Evaluation Studies as Topic Family Practice Female Humans Mass Screening Middle Aged New South Wales Papanicolaou Test Patient Acceptance of Health Care Surveys and Questionnaires Uterine Cervical Neoplasms Vaginal Smears",1
458,149285,[Observation on effects of Zhiling Capsule in treating 400 patients with various types of cancer in mid-ad-vanced stage].,Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,17969893,"Improving rate of symptom, increasing rates of QOL and weight in the treatment group were all higher than those in the control group (P<0.05); and no obvious adverse reaction was observed in the two groups. To observe the efficacy of Zhiling Capsule (ZLC) in improving symptoms and quality of life (QOL) in patients with various types of cancer in mid-advanced stage. A multi-centre randomized and controlled trial was conducted. Four hundred patients with mid-advanced cancer were assigned to two groups: the treatment group (300 cases) treated with ZLC and the control group (100 cases) with Pingxiao Capsule (PXC), both were given orally for two weeks. Clinical symptoms, QOL, weight and adverse reactions were observed before and after treatment. ZLC could alleviate the qi-yin deficiency syndrome and pain syndrome and improve QOL in patients with various types of cancer in mid-advanced stage. Adult Aged Aged, 80 and over Capsules Drug Combinations Drugs, Chinese Herbal Female Humans Male Middle Aged Neoplasms Phytotherapy Qi Quality of Life Treatment Outcome Yin Deficiency",1
459,149346,Nutritional evaluation and dietetic care in cancer patients treated with radiotherapy: prospective study.,"Nutrition (Burbank, Los Angeles County, Calif.)",1802209,"Ninety-three cancer patients about to undergo radiotherapy were studied. These patients were affected by cancer of the head and neck, breast cancer, and abdominopelvic cancer. They were randomly distributed into control and experimental groups. The patients from the control group were allowed to eat ad libitum, whereas those from the experimental group followed a strict nutritional protocol that covered their needs while satisfying their particular tastes and habits. Data were collected the day before radiotherapy commenced and the day treatment ended. Anthropometric, analytical, and clinical parameters were determined. The results showed the benefit of dietetic treatment in experimental patients with head and neck or abdominopelvic cancer. Abdominal Neoplasms Anthropometry Breast Neoplasms Diet Head and Neck Neoplasms Humans Neoplasms Nutrition Assessment Nutritional Physiological Phenomena Prospective Studies",1
460,149660,[omega-3 Fatty acid-containing diet (Racol) reduces toxicity of chemoradiation therapy for patients with esophageal cancer].,Gan to kagaku ryoho. Cancer & chemotherapy,18347392,"Recently, it is reported that a omega-3 fatty acid-containing diet (Racol) enhances innate immunity and reduces mucosal damage in the small intestine during chemotherapy. The aim of this study is to examine the effects of a omega-3 fatty acid-containing diet (Racol) on the toxicity of chemoradiation therapy (CRT) for patients with esophageal cancers. Toxicity of CRT was evaluated in 10 patients who took Rakol at a maximum dose of 600 mL/day during CRT, compared with 10 patients who did not take Rakol. Regarding blood toxicity, the decrease of platelets did not differ between the former and the latter. However, the incidence of grade 2~4 neutropenia was lower in the former than in the latter (p=0.0043). With regard to gastrointestinal toxicity, the incidence of grade 2~4 diarrhea was also lower in the former than in the latter (p=0.0118). Moreover, the incidence of grade 2~4 stomatitis/pharyngitis tended to decrease in patients who took Rakol compared with those who did not (p=0.0812). The current results indicated that a omega-3 fatty acid-containing diet (Racol) may be beneficial to patients with esophageal cancers who receive CRT by reducing CRT toxicity. Antineoplastic Agents Combined Modality Therapy Diet Esophageal Neoplasms Fatty Acids, Omega-3 Humans",1
461,149786,[Observation on the therapeutic effect of acupuncture at pain points on cancer pain].,Zhongguo zhen jiu = Chinese acupuncture & moxibustion,18481713,"Both two methods could effectively control cancer pain. The total effective rate of 94.1% in the acupuncture group was significantly better than 87.5% in the medication group (P<0.05). The analgesic effect of acupuncture treatment is better than that of the Three Step Administration, with no adverse effect and addiction of analgesics. To search for a safe and effective method for alleviating cancer pain. Sixty-six cases of late cancer with pain were first divided into 3 different degrees of pain, mild, moderate and severe, and then the patients with pain of each same degree were randomly divided into an acupuncture group treated by acupuncture at 3-5 of the most severe tender points, and a medication group treated with oral administration according to the WHO Three Step Administration Principle, i.e. the patients with mild pain took aspirin, moderate pain took codeine and severe pain took morphine. Acupuncture Analgesia Adult Aged Female Humans Male Medicine, Chinese Traditional Middle Aged Pain, Intractable",1
462,150034,"Feasibility of conducting a lung-cancer chemoprevention trial among tin miners in Yunnan, P. R. China.",Cancer causes & control : CCC,1873448,"Tin miners in Yunnan Province in southern China have an extremely high rate of lung cancer, more than one percent per year among those at 'high risk' (40+ years old, with 10+ years of underground mining and/or smelting experience). The extraordinary lung cancer rates result from combined exposure to radon, arsenic, and tobacco smoking (cigarettes and/or bamboo water pipe). A study to determine the feasibility of conducting a large-scale, lung-cancer chemoprevention trial was conducted in 1986 among currently employed or retired miners from the Yunnan Tin Corporation in the city of Gejiu. The study was designed to answer four questions: (i) Could potentially eligible miners be identified and recruited? (ii) Could intervention agents be shipped successfully from the United States to the study area and be appropriately distributed? (iii) Would miners adequately adhere to the study protocol and comply with the intervention regimen? (iv) Could potential adverse effects be monitored and documented? The six-month feasibility study yielded affirmative answers to each of these questions. A roster of over 7,000 high-risk miners was compiled. Four agents (vitamin A, 25,000 IU; beta-carotene, 50 mg; vitamin E, 800 IU; and selenium, 400 micrograms) were administered daily with placebos to 350 miners according to a 2(4) factorial design. Adherence, assessed by pill counts and serum micronutrient levels, was approximately 90 percent. The findings from this preliminary study indicate that a full-scale, lung-cancer chemoprevention trial in this population is feasible. Adult Aged Arsenic Feasibility Studies Humans Lung Neoplasms Male Middle Aged Neoplasms, Radiation-Induced Occupational Diseases Patient Compliance Radon Risk Factors Selenium Smoking Vitamin A Vitamin E",1
463,151487,Non-invasive stimulation of the P6 (Neiguan) antiemetic acupuncture point in cancer chemotherapy.,Journal of the Royal Society of Medicine,2027146,"The beneficial effects of transcutaneous electrical stimulation of the P6 antiemetic point (Neiguan) as an adjuvant to standard antiemetics was studied in over 100 patients in whom chemotherapy-induced sickness was not adequately controlled by antiemetics alone. Although the results were not quite as good as with invasive acupuncture, more than 75% patients achieved considerable benefit from what was a non-toxic procedure. The use of large diffuse low impedence electrodes simplifies the technique. The 2 hourly application of Sea Bands prolongs the antiemetic action. Best results were obtained from the 2 hourly self-administration of 5 min of transcutaneous electrical stimulation of P6 using a simple battery-operated TENS machine (15 Hz) to activate a large, easy-to-place surface electrode and increasing current until Qi is elicited. Acupuncture Points Adolescent Adult Aged Antiemetics Antineoplastic Agents Combined Modality Therapy Female Humans Male Middle Aged Self Administration Transcutaneous Electric Nerve Stimulation Vomiting",1
464,151505,Communication and awareness about death: a study of a random sample of dying people.,Social science & medicine (1982),2031210,"The literature suggests that doctors' and nurses' openness about communicating with the terminally ill and their families has increased in the past two or three decades, partly influenced by the hospice movement. The present study reports the perceptions of relatives, hospital doctors, general practitioners and nurses who knew a random sample of 639 adults dying in England in 1987. The results from professionals suggest a general preference for openness about illness and death, tempered by the consideration that bad news needs to be broken slowly, in a context of support, while recognising that not everyone wishes to know all. In practice people dying from cancer were more likely to be reported as knowing what their illness was and that they would die than were people dying from other conditions. This difference held when controlling for the fact that death was more likely to be medically expected in cancer. Comparisons with 1969 show that the increases were due largely to cancer patients being told the truth more frequently by hospital doctors. This may be due to changed practices, or to the increase in the number of hospital episodes in the last year of life. Nevertheless, situations of 'closed awareness' where relatives were told and patients were not, and situations where patients were left to guess the likely outcome for themselves, were still quite common in 1987. Nurses and hospice practitioners were only marginally involved in breaking bad news, this remaining the province of hospital doctors and general practitioners. Relatives in general praised the manner in which they and patients were told, although a small proportion reported insensitive practice. In retrospect a high proportion of both relatives and professionals felt that the levels of awareness were best as they were, although this preference may have been influenced by a desire to see things in a good light. Most relatives reported adequate support and information being given by professionals to them during the patient's illness. On the whole, doctors provided information, and friends and family provided emotional support to relatives. Again, hospital doctors played an increasingly important role compared to 1969 in providing information, with general practitioners' role decreasing in this area. Gaps in information included not being told enough about what was wrong with the patient, not being told the reasons for decisions about treatment and, to a lesser extent, not being given information about how to care for the patient. Attitude to Death England Ethics, Medical Hospices Humans Knowledge of Results (Psychology) Physician-Patient Relations",1
465,152924,How best to teach women breast self-examination. A randomized controlled trial.,Annals of internal medicine,2184711,"Randomized controlled trial with factorial design. One year later, women in the Mammacare group found more lumps (mean, 57%; 95% CI, 54% to 60%) in manufactured breast models than did those in the traditional (mean, 47%; CI, 44% to 51%) and control (mean, 45%; CI, 42% to 48%) groups. Lump detection specificity was unaffected. Self-reported examination frequency rose in all groups, to 5.1 times per 6 months in the traditional group, 4.2 in the Mammacare group, and 3.9 in the control group. Physician encouragement did not improve sensitivity, specificity, or overall frequency. Women in the Mammacare group used more of seven examination techniques (4.9) than did those in the traditional (3.9) or control (3.2) groups (P less than 0.001). No group increased health care use or reported more overall worry about breast cancer. One third of patients received nurse instruction stressing tactile skills (Mammacare group) (Mammatech Corporation, Gainesville, Florida); one third, traditional nurse instruction emphasizing technique (traditional group); and one third, no nurse instruction (control group). Half of each group received physician encouragement. Continuing-care patients from 40 to 68 years of age. Of 456 eligible women, 156 refused participation, 300 were randomly assigned, 269 completed assigned interventions, and 260 completed the post-test 1 year later. A general medicine group practice in a university hospital. Mammacare instruction resulted in more long-term improved lump detection and examination technique use than did traditional instruction or physician encouragement. Breast self-examination instruction should emphasize lump detection skills. To compare three methods for teaching breast self-examination. Adult Aged Attitude to Health Breast Neoplasms Educational Measurement Female Health Services Humans Middle Aged Nursing Staff Palpation Patient Education as Topic Physician's Role Randomized Controlled Trials as Topic Self Care Sensitivity and Specificity Teaching",1
466,153035,Feasibility of a randomized trial of a low-fat diet for the prevention of breast cancer: dietary compliance in the Women's Health Trial Vanguard Study.,Preventive medicine,2193306,"The Women's Health Trial Vanguard Study was conducted to examine the feasibility of a nationwide, randomized multicenter intervention trial to test the hypothesis that a low-fat diet followed for a period of 10 years will reduce breast cancer risk. Women ages 45-69 years at increased risk of breast cancer were randomized into intervention (low-fat diet, n = 184) and control (usual diet, n = 119) groups. On the basis of 4-day food records, baseline fat intakes were comparable in the two groups, averaging 1,718 kcal with 39% of energy as fat. Intervention women reported substantially lower fat intake at 6 (20.9% kcal), 12 (21.6%), and 24 months (22.6% kcal). In contrast, control women reported only slight reductions in fat intake (37.3% kcal at 12 months and 36.8% kcal at 24 months). Evidence that these women were indeed complying with the low-fat dietary intervention comes from (a) the reasonable nature of reported nutrient changes within food groups in the intervention women and (b) agreement between observed and expected differences in plasma total cholesterol between the control and the intervention groups. At 12 months, the observed control - intervention plasma cholesterol difference was 13.1 +/- 4.6 mg/dl while the expected difference based on the Keys equation was 15.1 +/- 1.1 mg/dl; at 24 months, the observed difference was 15.5 +/- 4.3 mg/dl and the expected difference was 12.0 +/- 1.2 mg/dl. These analyses indicate that the intervention women made substantial dietary changes and have successfully maintained these changes over a 2-year period. This study thus demonstrates the feasibility of a randomized trial with an intensive low-fat dietary intervention. Aged Breast Neoplasms Cholesterol Clinical Trials as Topic Dietary Fats Feasibility Studies Female Humans Middle Aged Multicenter Studies as Topic Patient Compliance Randomized Controlled Trials as Topic Time Factors",1
467,153521,Immediate versus delayed shoulder exercises after axillary lymph node dissection.,American journal of surgery,2240381,"A total of 144 evaluable patients with breast cancer were enrolled in a multicenter, randomized, prospective study to establish the role of delayed shoulder exercises on wound drainage and shoulder function after axillary lymph node dissection. Patients in group 1 (n = 78) started active shoulder exercises 1 day postoperatively. Patients in group 2 (n = 66) started on the eight postoperative day, following 1 week of immobilization of the arm. Patients in group 2 had 14% less wound drainage volume than those in group 1 (600 +/- 436 mL versus 701 +/- 398 mL); this difference, however, was not significant. Also, no differences could be established between the two groups when duration and volume of wound drainage, number and volume of seroma aspirations, wound complication rates, and shoulder function were compared 6 months after surgery. Axilla Breast Neoplasms Exercise Therapy Female Humans Lymph Node Excision Prospective Studies Shoulder Suction Time Factors",1
468,154452,Effects of extremity wraps to control drug-induced shivering: a pilot study.,Nursing research,2399132,"Efficacy of a nursing intervention to control amphotericin B-induced, febrile shivering was tested in 40 hospitalized adult patients with cancer. Extremity wraps were used to modify the rate of heat loss from skin to prevent shivering stimulus. Duration of shivering and amount of meperidine required for shivering suppression were compared between treatment and control groups. Total shivering duration was shorter in the treatment group than in the control, p less than .005. Less meperidine was administered to the treatment group than to controls but differences were not statistically significant. The fact that nurses differ in their propensity to use a narcotic to treat shivering may make use of meperidine a poor measure of the intervention's efficacy. Shivering was found to significantly affect myocardial oxygen consumption (MVO2) among subjects who shivered. MVO2, as reflected in the rate pressure product, was found to be significantly higher during shivering (p less than .0001) than at pre- or postshivering periods. Adult Aged Amphotericin B Bandages Female Humans Male Meperidine Middle Aged Muscle Contraction Myocardial Contraction Oxygen Consumption Pilot Projects Shivering",1
469,154928,Increasing patients' knowledge of radiation therapy.,"International journal of radiation oncology, biology, physics",2460421,"Scripts for a set of patient education programs were developed by a multidisciplinary team of health care professionals to provide information to cancer patients receiving a 4-7 week course of external beam radiation therapy. The programs were designed to be presented sequentially at three critical points during a course of treatment: Pretreatment, Treatment Week 2, and Final Treatment Week. A total of 72 patients, 24 per program, with cancers of the lung, breast, or prostate, were assessed for their level of knowledge after hearing the audiotape appropriate to their treatment phase (posttest). Half of the patients, on a random basis, were also assessed prior to hearing their tape (pretest). This split design allowed the differentiation of true learning effects from effects of multiple assessments. Knowledge test items were developed from learning objectives for each program. Posttest results indicate a very high level of patient learning for all three programs, significantly exceeding the target of 75% correct. For patients tested twice, posttest scores were significantly higher than pretest scores. No testing effects were found for the Pretreatment and Treatment Week 2 programs. Final Treatment Week subjects who were pretested scored slightly higher on the posttest than their controls who were not pretested; however, additional analysis demonstrated true learning effects for this group as well. The results indicate that the programs are effective for increasing patients' knowledge regarding their treatment program, its side effects, and strategies to manage those side effects. Further research and intervention programs are discussed. Audiovisual Aids Humans Neoplasms Patient Education as Topic Radiotherapy",1
470,155821,Effects of aerobic interval training on cancer patients' functional capacity.,Nursing research,2587289,"The effect of a 10-week aerobic interval-training cycle ergometer protocol on the functional capacity (VO2Lmax) of 45 women receiving chemotherapy for treatment of Stage II breast cancer was studied. Subjects were stratified by baseline functional capacity (+/- 1 MET) and randomized to experimental (EX), placebo (PL), and control (CO) groups. EX subjects completed a 10-week, 3 times/week exercise training program; PL subjects participated in 10 weeks of nonaerobic stretching and flexibility exercises; the CO group maintained normal activities. The EX group showed significant, p less than .05, improvement on pre- to posttest VO2Lmax as well as workload and test time compared to the PL and CO groups. The interval-training exercise intervention was effective in improving the functional capacity of Stage II breast cancer patients on adjuvant chemotherapy. Antineoplastic Agents Breast Neoplasms Exercise Female Humans Middle Aged Oxygen Consumption Work",1
471,156304,Acupuncture prophylaxis of cancer chemotherapy-induced sickness.,Journal of the Royal Society of Medicine,2666662,"In a multi-facet study we evaluated the efficacy of P6 electroacupuncture (10 Hz applied for 5 min) as an antiemetic in patients receiving a variety of cancer chemotherapy drugs. The study involved 130 (15 in an open pilot study, 10 in a randomized placebo controlled crossover study and 105 in a definitive study) patients who had a history of distressing sickness after previous treatment, and who, on the basis of a previous survey, would be expected to have a 96% chance of this with subsequent therapy. Sickness was either completely absent or reduced considerably in 97% of patients and no side effects were encountered. The limited crossover study, using a 'dummy' acupuncture (ACP) point showed that the beneficial effects were limited to the P6 point. Logistic and ethical considerations excluded the possibility of carrying out a larger placebo-controlled study. While in our hands P6 ACP was an effective antiemetic in patients having cancer chemotherapy, because of the time involved and the brevity of the action (8 h) an alternative approach to electro-ACP is required before this technique is adopted clinically. Acupuncture Therapy Antineoplastic Agents Clinical Trials as Topic Humans Nausea Neoplasms Vomiting",1
472,156340,A randomized clinical trial of home nursing care for lung cancer patients.,Cancer,2670188,"A randomized clinical trial was conducted to assess the effects of home nursing care for patients with progressive lung cancer. One hundred sixty-six patients were assigned to either an oncology home care group (OHC) that received care from oncology home care nurses, a standard home care group (SHC) that received care from regular home care nurses, or an office care group (OC) that received whatever care they needed except for home care. Patients were entered into the study 2 months after diagnosis and followed for 6 months. Patients were interviewed at 6-week intervals across five occasions. At the end of the study, there were no differences in pain, mood disturbance, and concerns among the three groups. There were significant differences in symptom distress, enforced social dependency, and health perceptions. The two home nursing care groups had less distress and greater independence 6 weeks longer than the office care group. In addition, the two home nursing care groups steadily reported worse health perceptions over time. Thus, it was remarkable that the office care group, which indicated more symptom distress and social dependency with time, also indicated perceptions of improved health with time. These results suggest that home nursing care assists patients with forestalling distress from symptoms and maintaining their independence longer in comparison to no home nursing care. Home care may also include assisting patients in acknowledging the reality of their situation. Adult Aged Aged, 80 and over Attitude to Health Clinical Trials as Topic Female Home Care Services Humans Length of Stay Longitudinal Studies Lung Neoplasms Male Middle Aged Pain Measurement Random Allocation Social Support Surveys and Questionnaires Washington",1
