,Unnamed: 0,journalname,pmid,text,response
5599,68201,Climacteric : the journal of the International Menopause Society,18365859,longterm followup acupuncture hormone hot flushes multicenter evaluate electroacupuncture ea hormone ht vasomotor symptoms history fortyfive ea ht number distress caused hot flushes registered daily start completed ea number hot flushes h decreased interquartile range iqr baseline iqr start initial ea number flushes h iqr seven ea iqr flushes h another five decreased number flushes additional ea ht baseline number flushes h iqr iqr electroacupuncture possible vasomotor symptoms studied variance electroacupuncture estrogen replacement followup hot flashes postmenopause severity illness index,1
5601,68237,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,14668066,increasing readiness stop smoking undergoing cervical screening evaluation leaflets evaluated impact informing smokers link smoking cervical smokers general practices united kingdom randomly assigned receive extended leaflet brief leaflet leaflet leaflets informed threat cervical stopping smoking would decrease vulnerability effectiveness smoking cessation services extended leaflet elaborated explanation smoking adversely affects cervix questionnaires completed main readiness stop smoking within next secondary outcomes perceptions severity vulnerability cervical beliefs effectiveness reducing susceptibility stopping smoking selfefficacy stopping smoking sent briefer leaflet likely ready stop smoking within next sent extended leaflet sent leaflet smokers sent leaflet sent either leaflets perceived vulnerability cervical greater expectations stopping smoking would reduce conclusion providing brief written information link smoking cervical increases readiness stop smoking impact smoking cessation combining information advice professionals conducting cervical screening needs evaluated mass screening compliance education topic smoking smoking cessation uterine cervical,1
5679,68914,Journal of women's health (2002),15257846,provider counseling education community workers arizona wisewoman project interventions moderatetovigorous physical activity fruit vegetable consumption intervention provider counseling education chw support number meeting national recommendations fruit vegetable consumption participants recruited tucson clinics participating national cervical early detection program nbccedp randomly assigned intervention provider counseling provider counseling education provider counseling education chw support baseline participants measured height weight waist hip circumference pressure tests conducted check glucose cholesterol triglyceride point participants also completed hour dietary recalls questionnaires focusing physical activity participated baseline month followup fourths hispanic intervention increase selfreported weekly moderatetovigorous physical activity differences comprehensive intervention provider counseling education chw support progressed eating five fruits vegetables participants provider counseling provider counseling plus education arizona wellintegrated screening evaluation across nation wisewoman project provider counseling education community workers chws target chronic uninsured primarily hispanic arizona cardiovascular diseases counseling followup education promotion status indicators hispanic americans medically uninsured poverty prevalence prevention reduction behavior services,1
5680,68916,"Journal of alternative and complementary medicine (New York, N.Y.)",10471017,therapeutic touch biochemical mood indicators previous research shown therapeutic touch tt effective reducing anxiety discomfort promoting relaxation present investigation experimentally evaluated tt biochemical indicators moods sample healthy volunteers participants randomly assigned either experimental tt receive tt pretest posttest urine samples collected personality mood inventories administered across consecutive monthly sessions indicated mood disturbance experimental decreased course sessions mood disturbance specifically experimental participants reductions tension confusion anxiety increase vigor across sessions analyses biochemical indicated tt produced decrease nitric oxide experimental third tt session present investigation important implications reducing symptom distress undergoing affect catecholamines hydrocortisone nitric oxide nitrites reference values surveys questionnaires therapeutic touch catecholamines nitrites nitric oxide hydrocortisone,1
5681,68987,"Journal of alternative and complementary medicine (New York, N.Y.)",30247950,complementary mistletoe extracts safety neutropenia fever assessed safety assessed measuring adverse events body temperature probability relapse metastasis followup neutrophil count according eortc qlqc assessed different european mistletoe extracts helixor iscador spez injected times week mistletoe fiveyear followup routine visits documented case report forms undergoing adjuvant six cycles cyclophosphamide adriamycin fluorouracil national research center serbia monocentric evaluate safety complementary european mistletoe extracts mistletoe extracts safe neither subcutaneous injections induce fever influence frequency relapse metastasis within result suggests mistletoe extracts adverse interactions anticancer furthermore certain side decreased complementary receiving different complementary mistletoe treatments integrated mistletoe safety mistletoe develop fever symptoms shortterm events differences probability relapse metastasis measured mistletoe trend toward less neutropenia improved appetite loss scores impact eortc qlqc scores followup mistletoe safety body temperature diseasefree followup neutropenia phytotherapy plant extracts viscum album plant extracts,1
5775,69797,Lymphatic research and biology,29338639,continuous passive motion effective lymphedema cpm contribute reduction bcrl thirty bcrl enrolled completed fourteen complete decongestive cdt cpm intervention cdt alone sessions main measures shoulder range motion rom assessed goniometer limb volume difference measured water immersion method function disabilities arm shoulder hand dash functional assessment factb lymphedema volume measures taken baseline shoulder rom factb dash taken baseline aimed evaluate shoulder flexion exercise continuous passive motion cpm lymphedema cancerrelated lymphedema bcrl subjects similar baseline improvement found rom volumetric differences dash factb scores differences volumetric differences rom dash factb scores except factb physical wellbeing subscores better intervention continuous passive motion function lymphedema lymphedema drainage exercise physical modalities range motion articular shoulder singleblind method surveys questionnaires,1
5776,69803,Lymphatic research and biology,30339481,compression sleeves reduce incidence arm lymphedema improve twoyear survivors compression cg without compression arm lymphedema defined increase arm volume exceeding preoperative values improvement several parameters found cg light compression sleeves worn able reduce incidence early postoperative edema lymphedema also lead improvement important qualityoflife parameters like physical functioning fatigue arm symptoms future perspectives previous demonstrated arm compression sleeves worn immediately including axillary lymph node removal addition physical able reduce occurrence early postoperative swelling arm lymphedema improve aim present investigation check development arm swelling compression sleeves compare due twenty originally still wore compression sleeves without compression could seen arm volume measurements qlqc qlqbr questionnaires assessed arm swelling compression garments arm lymphedema survivors compression bandages exercise lymph node excision pressure surveys questionnaires,1
5809,70102,The American journal of clinical nutrition,8901800,natural killer activity elderly men enhanced betacarotene supplementation natural killer nk activity postulated immunologic link betacarotene prevention crosssectional placebocontrolled doubleblind examined betacarotene supplementation alternate nk activity middleaged men elderly men boston area participants difference seen nk activity due betacarotene supplementation middleaged elderly men lower nk activity middleaged men ageassociated difference nk activity men supplemented betacarotene betacarotenesupplemented elderly men greater nk activity elderly men receiving placebo reason unknown due increase percentage nk increase interleukin receptor expression production betacarotene acting directly lytic stages nk cytotoxicity nk activityenhancing cytokines show longterm betacarotene supplementation enhances nk activity elderly men beneficial viral tumoral surveillance doubleblind method food fortified immunity innate interleukin killer natural receptors interleukin beta carotene interleukin receptors interleukin beta carotene,1
5810,70104,The American journal of clinical nutrition,9022536,supplementation vitamin e ascorbic acid coenzyme q oxidative dna damage estimated excretion smokers protective fruit vegetables antioxidant content intervention conclusive protective antioxidant supplementation placebocontrolled investigated dietary supplementation antioxidants biomarker oxidative dna damage mechanistic relation carcinogenesis hundred fortytwo smoking men randomly assigned following seven treatments mo dalphatocopheryl acetate plus slowrelease ascorbic acid twice dalphatocopheryl acetate twice ascorbic acid twice slowrelease ascorbic acid twice coenzyme q oil times coenzyme q granulate times placebo twice urinary excretion oxo oxodga repair product oxidative dna damage supplementation result changes urinary excretion oxodg lack antioxidant supplementation excretion oxodg despite substantial increases plasma antioxidant concentrations agrees recent large intervention endpoint cancerprotective fruit vegetables seems rely single antioxidants rather anticarcinogenic compounds concerted action several micronutrients present foods ascorbic acid coenzymes dna damage deoxyguanosine smoking ubiquinone vitamin e coenzymes ubiquinone vitamin e oxohydrodeoxyguanosine coenzyme q deoxyguanosine ascorbic acid,1
5813,70114,The American journal of clinical nutrition,9701196,modulation fecal markers relevant colon highstarch chinese diet generate expected beneficial changes relative westerntype diet crossover dietary intervention australians white descent consumed diet typical lowincome communities china average australian diet fecal markers thought relevant colon could chinese diet contained g starchmj daily including g resistant starch rsmj g nonstarch polysaccharides nspsmj australian diet contained g starchmj daily including g rs g nspsmj subjects followed diet wk serum cholesterol concentrations lower lowfat highstarch chinese diet australian diet sem mmoll difference indicative dietary compliance fecal ph lower chinese diet australian diet fecal markers examined chinese diet produced less favorable changes including lower fecal bulk g wet wtd slower transit gut h lower fecal concentrations shortchain fatty acids mmoll including butyrate mmoll fecal concentrations potentially damaging ammonia mgl phenols mgl suggest consumption highstarch diet alone insufficient reduce developing colon biomarkers china colonic crossover dietary carbohydrates feces hydrogenion concentration starch biomarkers dietary carbohydrates starch,1
5814,70117,The American journal of clinical nutrition,9848512,soyprotein supplementation epithelial proliferation histologically normal human dietary intake soy products eg japan singapore reduction incidence premenopausal phytoestrogens present soybeans inhibit human proliferation vitro development animal models exist phytoestrogens histologically normal human breasts examines dietary soy supplementation proliferation premenopausal histologically normal epithelium expression progesterone receptor benign malignant randomly assigned receive normal diet either alone g soy supplement containing isoflavones taken daily biopsy samples normal breasts labeled hthymidine detect number immunocytochemically stained proliferation antigen ki phytoestrogens genistein daidzein equol enterolactone enterodiol measured serum samples obtained supplementation serum concentrations isoflavones genistein daidzein soy strong correlation ki thymidine labeling index r proliferation lobular epithelium soy supplementation menstrual cycle accounted progesterone receptor expression soy shortterm dietary soy stimulates proliferation required determine whether due estrogen agonist activity examine longterm soy supplementation pituitary gland anticarcinogenic division diet epithelium estrogens nonsteroidal genistein isoflavones plant growth regulators premenopause receptors progesterone soybean proteins thymidine anticarcinogenic estrogens nonsteroidal isoflavones plant growth regulators receptors progesterone soybean proteins daidzein genistein thymidine,1
5815,70118,The American journal of clinical nutrition,10075322,aspects partially defatted flaxseed including serum lipids oxidative measures ex vivo androgen progestin activity crossover therefore evaluated aspects partially defatted flaxseed relation serum lipids indicators oxidative stress ex vivo sex hormone activities indicate partially defatted flaxseed effective lowering ldl cholesterol lipoprotein ratios ex vivo serum androgen progestin activity protein carbonyl content significance oxidation protein thiol flaxseed consumption requires investigation partially defatted flaxseed reduced cholesterol ldl cholesterol wk currently considerable interest potential benefits oil seeds soy flaxseed especially relation cardiovascular androgens cholesterol crossover dietary fiber flax hyperlipidemias oxidative stress postmenopause progestins seeds androgens dietary fiber progestins cholesterol,1
6212,72677,Carcinogenesis,15308586,supplementing lowcarotenoid diet tomato extract endogenous dna single strand breaks immune functions healthy nonsmokers smokers consumption tomato products decreased present investigate whether consumption tomato oleoresin extract affect endogenous dna single strand breaks peripheral lymphocytes healthy nonsmokers smokers also assessed tomato oleoresin extract various immunological functions peripheral mononuclear doubleblinded placebocontrolled design period nonsmokers smokers given tomato oleoresin extract capsules daily containing lycopene phytoene phytofluene alphatocopherol placebos baseline level endogenous dna damage nonsmokers slightly nonsignificantly lower smokers placebo supplementation nonsmokers smokers affect lycopene plasma dna damage either intervention tomato oleoresin extract resulted increases plasma lycopene resulted decreased dna strand breaks approximately nonsmokers smokers statistically either nonsmokers smokers distribution pattern dna strand breaks statistically increase number comets class undamaged decrease classes damaged tomato oleoresin extract intervention nonsmokers changes smoker statistically tomato extract lymphocyte proliferation nk activity interleukin production necrosis tnfalpha production reduced production smokers carotenoids dna damage dna singlestranded dietary supplements doubleblind method immune system interleukin interleukin killer natural lycopene lycopersicon esculentum lymphocyte activation lymphocytes plant extracts smoking necrosis factoralpha dna singlestranded interleukin plant extracts necrosis factoralpha interleukin carotenoids lycopene,1
6213,72682,Carcinogenesis,15930028,iia chemoprevention green tea polyphenols highrisk individuals liver modulation urinary excretion green tea polyphenols hydroxydeoxyguanosine modulation urinary excretion green tea polyphenols gtps oxidative dna damage biomarker hydroxydeoxyguanosine ohdg assessed urine samples collected doubleblinded placebocontrolled iia chemoprevention gtp individuals individuals seropositive hbsag aflatoxinalbumin adducts took gtp capsules daily doses placebo twentyfour hour urine samples collected intervention third month urinary excretion ohdg gtp components measured hplccoularray electrochemical detection baseline ohdg gtp components among homogeneity nonsignificant fluctuation placebo gtptreated epigallocatechin egc epicatechin ec displayed dosedependent increases ohdg differ month collection medians ngmgcreatinine placebo end intervention ohdg decreased gtptreated medians ngmgcreatinine placebo suggest urinary excretions egc ec serve practical biomarkers green tea consumption human populations also suggest chemoprevention gtp effective diminishing oxidative dna damage biomarkers catechin chemoprevention dna damage deoxyguanosine doseresponse relationship doubleblind method flavonoids liver oxidative stress phenols polyphenols tea biomarkers flavonoids phenols polyphenols tea oxohydrodeoxyguanosine catechin deoxyguanosine gallocatechol,1
6216,72693,Carcinogenesis,17602170,impact multiple genetic polymorphisms week blueberry juice intervention ex vivo induced lymphocytic dna damage human volunteers consumption fruits vegetables decrease incidence cardiovascular presumably caused antioxidants designed human intervention assess antioxidative possible antigenotoxic properties fruitborne antioxidants hypothesized individuals bearing genetic polymorphisms genes quercetin metabolism benzoapyrene metabolism oxidative stress dna repair differ dna protective antioxidant intake present healthy volunteers consumed blueberryapple juice provided quercetin ascorbic acid week intervention period plasma concentrations quercetin ascorbic acid trolox equivalent antioxidant capacity teac found protection ex vivo hoprovoked oxidative dna damage measured comet assay level ex vivo induced benzoapyrenediolepoxide bpdedna adducts upon intervention statistical biologically relevant genetic polymorphisms revealed six influenced intervention lymphocytes individuals bearing variant genotype cypb seemed benefit wildtypes dna damageprotecting upon intervention variants comt tended benefit less even experienced detrimental intervention respect gstt ambiguous variants respond better terms interventionrelated increase teac wildtypes benefit protecting oxidative dna damage conclude genotyping relevant polymorphisms enables selecting subgroups among general population benefit dna damagemodulating micronutrients dihydrodihydroxybenzoapyrene oxide adolescent antioxidants blueberry plants dna adducts dna damage fruit lymphocytes malus pilot projects plant preparations polymorphism single nucleotide antioxidants dna adducts plant preparations dihydrodihydroxybenzoapyrene oxide,1
6225,73021,"The journals of gerontology. Series A, Biological sciences and medical sciences",15983186,geriatric evaluation management units frail elderly suggests inpatient geriatric assessment management effective approach management psychological status elderly inpatient greater length hospitalization extra cost usual geriatric assessment suggested possibly useful approach dealing frail elderly secondary subset x factorial department veterans affairs medical centers hospitalized frail least old stabilization acute illness receive geriatric inpatient unit geriatric outpatient clinic neither interventions involved core teams provided geriatric assessment management identified diagnosis international classification diseases th revision icd codes excluding nonmelanoma skin cancers outcomes collected discharge randomization changes healthrelated medical outcomes item shortform general survey sf activities daily living physical performance service utilization costs mortality changes sf scores randomization emotional limitation mental bodily also sustained sf better geriatric inpatient discharge difference sf scores geriatric outpatient usual outpatient hospitalization costs equivalent interventions usual activities daily living ambulatory frail elderly geriatric assessment costs services hospital units,1
6374,74295,Japanese journal of clinical oncology,30793156,smartphone problemsolving reduce fear among survivors open singlearm pilot diseasefree survivors postbreast participated smartphone pst iphone ipad feasibility intervention program evaluated participation percentage survivors expressed interest intervention percentage completion also asked complete concern scale cars baseline smartphone pst novel brief intervention reduce fcr well accepted survivors yielded favorable fcr newly developed smartphone pst needs confirmed future welldesigned purpose investigate newly developed smartphone problemsolving pst feasibility preliminary effectiveness reducing fear fcr among survivors participated participation completion rates fear assessed cars reduced baseline pairwise comparison decrease baseline computers fear problemsolving survivors fear mobile applications local pilot projects problem solving smartphone young,1
6377,74367,The Journal of nutrition,16484573,garlic extract potential suppressive adenomas epidemiological animal suggest organosulfur constituents sallylcysteine sallylmercaptocysteine anticarcinogenic confirm preliminary doubleblind highdose mld active lowdose mld adenomasprecancerous lesions large bowel enrolled diagnosed carrying adenomas randomly assigned adenomas larger diameter removed polypectomy number size adenomas right intake mo mo intake measured colonoscopy thirtyseven active completed evaluated number adenomas linearly beginning baseline suppressed size number colon adenomas mo highdose suggest suppresses adenomas appears multiple pathways reduce incidence suppress growth proliferation adenoma animals models animal doubleblind method garlic phytotherapy plant extracts precancerous conditions plant extracts,1
6418,74505,Journal of the National Cancer Institute,8360931,nutrition intervention linxian china supplementation specific vitaminmineral combinations incidence diseasespecific mortality general population deaths occurred among participants intervention period leading cause death deaths due esophageal stomach followed cerebrovascular lower mortality relative confidence interval occurred among receiving supplementation beta carotene vitamin e selenium reduction mainly due lower rates especially stomach reduced beginning arise start supplementation vitamins minerals mortality rates causes found supplementation retinol zinc riboflavin niacin vitamin c molybdenum patterns incidence basis generally resembled mortality sought determine dietary supplementation specific vitamins minerals lower mortality incidence well mortality diseases linxian individuals ages recruited four linxian communes mortality incidence march ascertained adults daily vitamin mineral supplementation throughout period subjects randomly assigned intervention according onehalf replicate factorial experimental design design enabled testing four combinations nutrients retinol zinc riboflavin niacin c vitamin c molybdenum beta carotene vitamin e selenium doses ranged times us recommended daily allowances definitive promising findings stimulate research clarify potential benefits micronutrient supplements epidemiologic evidence indicates diets fruits vegetables reduced several cancers including cancers esophagus stomach vitamins minerals foods contribute reduced people linxian county china highest rates esophagealgastric cardia persistently intake several micronutrients findings indicate vitamin mineral supplementation diet linxian adults particularly beta carotene vitamin e selenium reduction population china minerals nutritional physiological phenomena compliance vitamins minerals vitamins,1
6419,74506,Journal of the National Cancer Institute,8360932,nutrition intervention linxian china multiple vitaminmineral supplementation incidence diseasespecific mortality among adults esophageal dysplasia although statistically shortterm benefits longer followup informative effectiveness supplementation diseases among individuals esophageal dysplasia substantial shortterm beneficial incidence mortality type occurred following daily supplementation multiple vitamins minerals among adults precancerous lesions esophagus deaths occurred intervention period occurred placebo occurred supplement leading cause death deaths due cerebrovascular diseases causes cumulative esophagealgastric cardia death rates lower relative confidence interval among individuals receiving supplements rather placebo nonsignificant difference mortality lower lower cerebrovascular lower diseases among cumulative incidence rates nearly mortality incidence ascertained persons cytologic evidence esophageal dysplasia randomly assigned receive throughout period daily supplementation vitamins minerals placebo doses typically times us recommended daily allowances compliance assessed counting unused pills monthly participants assaying nutrient collected samples individuals randomly selected without replacement every throughout cancers identified routine surveillance special cytology endoscopy screenings determine whether supplementation multiple vitamins minerals reduce esophagealgastric cardia among persons esophageal dysplasia conducted intervention linxian number vitamins minerals shown influence carcinogenesis experimental animals epidemiologic evidence suggests intake fruits vegetables reduce esophageal cancers vitamins minerals foods contribute reduced people linxian china persistently intake multiple nutrients exhibit highest rates esophagealgastric cardia exceptionally esophageal dysplasia china esophageal diseases esophageal minerals nutritional physiological phenomena compliance stomach vitamins minerals vitamins,1
6453,74586,Journal of the National Cancer Institute,9168185,enhancing adherence following abnormal pap smears among lowincome minority preventive telephone counseling strategy although incidence precancerous conditions cervix recently increasing prompt initial longterm followup effectively reduce unnecessary morbidity mortality example rates among individuals greatest cervical ie minority socioeconomic status approach early detection present much poorer outlook yet highrisk individuals least likely adhere recommended diagnostic regimens tested effectiveness brief telephone counseling intervention directed lowincome innercity abnormal pap smear result counseled importance initial month repeat followup diagnostic procedure ie colposcopic examination cervix design compare telephone counseling without booster counseling telephone call prior appointment repeat colposcopy later telephone appointment confirmationreminder call standard ie telephone contact telephone counseling protocol probed addressed psychologic barriers adherence ie attendance appointment colposcopy examination encodingexpectancy eg understand developing cervical affectiveemotional eg woman worried condition consequences selfregulatorypractical eg woman likely forget medical appointments logistic regression analyze intervention type psychologic barriers elicited colposcopy adherence logistic regression appointment confirmationreminder telephone call comparison revealed telephone counseling produced adherence rates initial colposcopy visit telephone confirmation odds ratio confidence interval additionally standard resulted lower adherence rates telephone confirmation regarding attendance month repeat colposcopy appointments telephone counseling prior initial visit recommended followup colposcopy likely adhere telephone confirmation month adherence rates telephone confirmation standard differ nine forgetting medical appointments scheduling conflicts also lower rates adherence telephone counseling appears effective strategy enhancing initial longterm adherence followup cervical diagnostic procedure traditionally underserved population respond pap test result particular profile psychologic barriers require intensive targeted counseling interventions colposcopy counseling emotions minority papanicolaou test compliance poverty preventive medicine regression socioeconomic telephone vaginal smears,1
6539,75220,The Journal of nutrition,29924331,plasma selenium concentrations odds prevalent type diabetes examined association baseline plasma concentrations selenium prevalence td well whether participant characteristics intake antioxidant nutrients modified relation findings show plasma concentrations selenium prevalent td among participants selenium supplementation future work needed elucidate whether individual characteristics concentrations antioxidants influence relation sd plasma selenium concentrations td without td adjustment confounding plasma selenium concentrations prevalence td ors cis second third tertiles plasma selenium lowest tertile ptrend modification sex body mass index smoking ethnicity odds td seen among highest tertile plasma selenium highest category intake βcryptoxanthin ptrend lycopene ptrend interaction terms conducted crosssectional analyses participants selenium selenium supplementation adenoma chemoprevention baseline selenium plasma concentrations td status dietary intake logistic regression modeling evaluate associations plasma selenium concentrations prevalent td adjusting confounding heterogeneity participant characteristics evaluated utilizing likelihoodratio tests selenium essential trace element investigated potential prevention agent several indicated selenium supplementation type diabetes td although equivocal relation nature requires confirmation adenoma antioxidants betacryptoxanthin casecontrol crosssectional diabetes mellitus type dietary supplements logistic models lycopene odds ratio prevalence selenium trace elements antioxidants betacryptoxanthin trace elements selenium lycopene,1
6541,75234,Journal of pediatric psychology,10814693,painsensitive temperament predict procedural distress psychological among children measurement sensitivity useful pediatric oncology settings effectively targeting painvulnerable children psychological intervention preliminary analyses indicate empiricallysupported intervention procedural distress efficacious children painsensitive evaluate relationship sensitivity distress lumbar punctures lps whether sensitivity functions moderator responses psychological intervention aimed reducing lp distress fiftyfive children acute lymphoblastic leukemia ages parents completed questionnaire measure sensitivity selfreport physiological measures distress collected baseline lp children psychological intervention attention postintervention followup lps sensitivity greater anxiety prior lp preliminary analyses indicated sensitivity moderated intervention distress children painsensitive intervention greater increases lp distress contrast children painsensitive intervention greater decreases lp distress adaptation psychological adolescent anxiety child child preschool cognitive behavioral mental recall measurement precursor lymphoblastic leukemialymphoma spinal puncture temperament,1
6543,75239,Journal of pediatric psychology,16260434,feasibility preliminary outcomes pilot brief psychological intervention families children newly diagnosed sccipnd appears acceptable intervention successfully caregivers diagnosis recruitment retention document feasibility also highlight challenges preliminary show changes desired direction eg reduced anxiety parental posttraumatic stress symptoms ptss pilot supportive value challenges developing evidencebased family interventions pediatric psychology report initial feasibility pilot new threesession intervention caregivers children newly diagnosed surviving competently intervention programnewly diagnosed sccipnd nineteen families caregivers randomly assigned sccipnd usual subsequent learning illness design pre month postintervention assessments state anxiety posttraumatic stress symptoms outcomes feasibility therapist feedback supervision program evaluations studytracking procedures anxiety caregivers child preschool family family pilot projects psychotherapy brief social support stress disorders traumatic,1
6646,76062,Annals of oncology : official journal of the European Society for Medical Oncology,8186168,participation consultation evaluation question prompt sheet question prompt sheet limited important question asking behaviour consultation active participation asking questions important ways ensure understand doctor said evaluated question prompt sheet designed encourage ask questions consultation randomised receive question prompt sheet general sheet informing services available regional council recall information assessed structured interview consultation questionnaires assess satisfaction adjustment sent mail question prompt sheet content area prognosis thirtyfive percent question handout asked questions prognosis receiving information handout prompt sheet increase number questions asked inoutpatient status gender involvement preference predictive number duration questions adaptation psychological followup participation satisfaction physicianpatient relations predictive value tests prognosis referral consultation regression,1
6686,76364,Translational behavioral medicine,29796649,comparing outreach interventions promote screening mammograms population become focus payers providers interest grown mail phone forms outreach improving population rates screening translational research needed compare effectiveness cost highintensity behavioral outreach interventions promoting screening purpose article compare effectiveness promoting biannual mammograms interventions delivered population baseline mammography adherence reminder letter lo arm letter reminder call rc arm letters counseling call cc arm involving tailored education motivational interviewing mammography adherence mammogram previous four points determined insurance claims records end adherence highest rc arm cc lo arms cc arm reached accepted full counseling incremental cost additional mammogram rc arm lo arm cost simple reminder call increase screening mammogram adherence even baseline adherence complex behavioral interventions delivered mail phone less effective due limited participation focus ambivalence lack followup mammogram reminder system screening telephone counseling costbenefit counseling early detection costs mammography compliance reminder systems telemedicine telephone computerassisted,1
6692,76421,Annals of surgery,327955,comparison fecal microflora seventhday adventists individuals consuming general diet implications concerning colonic qualitative quantitative fecal microflora studied double blind fashion subjects fourteen seventhday adventists strict vegetarians remaining subjects individuals consuming general western diet statistically differences identified fecal microflora bacteriologic aerobes anaerobes well major fecal aerobes anaerobes seems indicate dietary intake animal fat protein alter fecal microflora possibility previously suggested part explanation incidence colonic consume meat vegetarians invalidate concept dietary animal fat increase bile acid degradation within gastrointestinal tract colon future directed identifying present gastrointestinal tracts vegetarians modify ability colonic microflora degrade bile acids essential step production intraluminal carcinogens cocarcinogens adolescent bacteriological techniques bile acids salts colonic diet diet vegetarian dietary fats feces bile acids salts dietary fats,1
6816,76896,European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),12671541,mammographic densities oneyear isoflavone intervention estrogenic antiestrogenic isoflavones phytoestrogens contained soy foods proposed mechanisms possible involvement soy products development investigated hypothesis isoflavones reduce mammographic density predictor conducted doubleblind premenopausal daily isoflavone supplement placebo compliance regimen confirmed urinary isoflavones tablet counts computerassisted method measure mammographic density paired ttests assess changes mammographic characteristics baseline followup mammogram complete sets mammograms available differed mammographic density baseline similar body weight nutritional intakes detected changes either size dense areas cent densities nonsignificant decrease area among intervention subjects probably result methodological issues comparing mammograms taken different conditions conclusion findings support hypothesis isoflavones decrease mammographic density oneyear intervention although exploratory limited power appears isoflavones exert estrogenic similar hormone replacement mammographic density dietary supplements doubleblind method isoflavones mammography phytotherapy soybeans isoflavones,1
6935,77213,The Journal of urology,16094059,intensive lifestyle changes affect men often advised make changes diet lifestyle although impact changes well documented therefore evaluated comprehensive lifestyle changes specific antigen psa trends serum stimulated lncap growth men early biopsy proven none experimental underwent conventional due increase psa andor magnetic resonance imaging psa decreased experimental growth lncap american type culture collection manassas virginia inhibited almost times serum experimental changes serum psa also lncap growth degree change diet lifestyle recruitment limited men chosen undergo conventional provided unusual opportunity nonintervention avoid confounding interventions radiation androgen deprivation volunteers serum psa gleason scores less randomly assigned experimental asked make comprehensive lifestyle changes usual intensive lifestyle changes affect early men longer term followup warranted apoptosis line modality diet vegetarian exercise style magnetic resonance imaging staging process assessment prostatespecific antigen prostatic statistics topic cultured prostatespecific antigen,1
6967,77322,Cancer nursing,17510577,individual psychosocial support nurse psychologist interventions standard individual psychosocial support intervention specially trained oncology nurses psychologists standard consecutive start adjuvant supplied questionnaires european organisation research core questionnaire questions eortc qlqc module questions br hospital anxiety depression scale statetrait anxiety inventory impact event scale randomization later files provided utilization psychosocial support offered routine global lifehealth status nausea vomiting systemic side subscales showing interactions favoring interventions intervention improved statistically standard regarding insomnia dyspnea financial difficulties nurse experienced less intrusion standard statistically clinically improvements several subscales intervention improved greater extent fewer intervention psychosocial hospital support standard conclusion psychosocial support specially trained nurses techniques derived cognitive behavioral beneficial realistic alternative routine adaptation psychological anxiety emotions oncology nursing psychological techniques,1
6969,77334,Cancer nursing,18490891,brief intervention fatigue management survivors purpose verify effectiveness brief intervention combines stress management psychoeducation physical activity ie independent variable intervention reducing fatigue improving energy level mental physical fitness vo submax emotional distress ie dependent variables survivors applied lazarus folkman stresscoping theoretical framework well unifying theory physical activity eightyseven frenchspeaking completed treatments nonmetastatic university hospital quebec city canada randomly assigned either intervention experimental usualcare condition collected baseline postintervention month followup week intervention cofacilitated nurses participants intervention greater improvement fatigue energy level emotional distress month followup physical postintervention participants suggest brief psychoeducational intervention focusing active coping strategies physical activity beneficial survivors treatments adaptation psychological cognitive behavioral educational status fatigue motor activity psychological tests psychometrics relaxation surveys questionnaires,1
7006,77533,The Clinical journal of pain,28481837,mindfulnessbased cognitive persistent exploring possible statistical mediators statistically indirect found mindfulness nonreactivity bsci catastrophizing bsci statistically indirect found selfcompassion bsci multiple mediator model including mindfulness nonreactivity catastrophizing catastrophizing remained statistically bsci explaining present implications focus proposed mediators optimize mbct persistent aim investigate possible statistical mediators mindfulnessbased cognitive mbct intensity sample consisted presenting persistent randomly assigned mbct waitlist previously reported statistically robust mbct intensity point numeric rating scale proposed mediators mindfulness five facet mindfulness questionnaire selfcompassion shortform selfcompassion scale catastrophizing catastrophizing scale measurement points baseline postintervention month followups indirect mediators tested separate multilevel models productofcoefficients approach biascorrected confidence intervals bsci statistically mediators multiple mediator model catastrophization followup linear models mindfulness measurement compliance retrospective surveys questionnaires,1
7030,78082,European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),29521683,body mass index carotene retinol aim investigate association bmi kgm bmi modifiable lifestyle provide unique opportunity prevention causal association exists men carotene retinol caret active followup comprising current former heavy smokers analyzed caret multicenter doubleblind placebocontrolled chemoprevention testing daily supplementation βcarotene iu retinyl palmitate prevention secondary nonaggressive defined gleason less aggressive primarily defined least gleason iiiiv secondarily excluding gleason definition bmi calculated measured weight height cox proportional hazards regression models estimate hazard ratios hrs confidence intervals cis incidence bmi categories followup men diagnosed aggressive gleason excluded men bmi least kgm hr ptrend men bmi kgm differences seen estimates nonaggressive aggressive including gleason bmi categories show association bmi least kgm aggressive including gleason tumors support association bmi aggressive including gleason nonaggressive within population current former heavy smokers body mass index doubleblind method followup incidence prognosis prostatic provitamins united states vitamin vitamins beta carotene provitamins vitamins beta carotene vitamin,1
